WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
12,Monterrey,Monterrey Open,2009-03-03,International,Outdoor,Hard,1st Round,3,Cetkovska P.,Groth J.,74.0,78.0,831.0,805.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.72,2.0,1.75,2.05,1.72,2.0,1.73,2.0,1.7,2.1
12,Monterrey,Monterrey Open,2009-03-03,International,Outdoor,Hard,1st Round,3,Benesova I.,Peer S.,31.0,47.0,1630.0,1201.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,2.1,1.7,2.1,1.667,2.1,1.667,2.18,1.65
12,Monterrey,Monterrey Open,2009-03-03,International,Outdoor,Hard,1st Round,3,Vinci R.,Rus A.,69.0,146.0,867.0,431.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,1.4,2.75,1.45,2.6,1.5,2.5,1.533,2.375,1.45,2.67
12,Monterrey,Monterrey Open,2009-03-03,International,Outdoor,Hard,1st Round,3,Zahlavova Strycova B..,Groenefeld A.L.,62.0,65.0,947.0,897.0,6.0,3.0,2.0,6.0,7.0,6.0,2.0,1.0,Completed,2.37,1.53,2.3,1.6,"2,25",1.57,2.375,1.533,2.38,1.55
12,Monterrey,Monterrey Open,2009-03-04,International,Outdoor,Hard,1st Round,3,Pennetta F.,Craybas J.,15.0,101.0,2990.0,629.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.12,5.5,1.17,4.67,1.143,5.0,1.167,4.5,1.2,4.3
12,Monterrey,Monterrey Open,2009-03-04,International,Outdoor,Hard,1st Round,3,Bartoli M.,Krajicek M.,13.0,167.0,3186.0,368.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.25,4.0,1.3,3.35,1.25,3.75,1.286,3.25,1.31,3.3
12,Monterrey,Monterrey Open,2009-03-04,International,Outdoor,Hard,2nd Round,3,Li N.,Cetkovska P.,53.0,74.0,1109.0,831.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,1.18,4.45,1.2,4.333,1.2,4.0,1.2,4.35
12,Monterrey,Monterrey Open,2009-03-04,International,Outdoor,Hard,2nd Round,3,Safarova L.,Kirilenko M.,51.0,38.0,1156.0,1467.0,6.0,4.0,4.0,1.0,,,1.0,0.0,Retired,2.0,1.72,2.1,1.7,1.909,1.8,2.0,1.727,2.0,1.77
12,Monterrey,Monterrey Open,2009-03-04,International,Outdoor,Hard,2nd Round,3,Dulko G.,Koryttseva M.,36.0,96.0,1486.0,679.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.5,1.32,3.22,1.286,3.5,1.286,3.25,1.26,3.7
12,Monterrey,Monterrey Open,2009-03-05,International,Outdoor,Hard,2nd Round,3,Zheng J.,Czink M.,18.0,77.0,2448.0,806.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.25,3.75,1.25,3.5,1.28,3.5
12,Monterrey,Monterrey Open,2009-03-05,International,Outdoor,Hard,2nd Round,3,King V.,Szavay A.,108.0,27.0,606.0,1749.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.75,1.4,2.75,1.42,2.75,1.4,2.75,1.4,3.0,1.37
12,Monterrey,Monterrey Open,2009-03-05,International,Outdoor,Hard,2nd Round,3,Benesova I.,Vinci R.,31.0,69.0,1630.0,867.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.4,2.75,1.4,2.75,1.42,2.8
12,Monterrey,Monterrey Open,2009-03-06,International,Outdoor,Hard,2nd Round,3,Bartoli M.,Rybarikova M.,13.0,46.0,3186.0,1259.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.2,4.33,1.21,4.06,1.222,4.0,1.2,4.0,1.2,4.35
12,Monterrey,Monterrey Open,2009-03-06,International,Outdoor,Hard,2nd Round,3,Zahlavova Strycova B..,Pennetta F.,62.0,15.0,947.0,2990.0,7.0,6.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,6.0,1.11,1.1,6.25,6,1.111,5.5,1.125,5.4,1.14
12,Monterrey,Monterrey Open,2009-03-06,International,Outdoor,Hard,Quarterfinals,3,Li N.,Safarova L.,53.0,51.0,1109.0,1156.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.5,2.5,1.5,2.52
12,Monterrey,Monterrey Open,2009-03-06,International,Outdoor,Hard,Quarterfinals,3,Benesova I.,Zahlavova Strycova B..,31.0,62.0,1630.0,947.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.45,1.5,2.5,1.444,2.625,1.5,2.55
12,Monterrey,Monterrey Open,2009-03-07,International,Outdoor,Hard,Quarterfinals,3,Zheng J.,Dulko G.,18.0,36.0,2448.0,1486.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.62,1.6,2.3,1.615,2.2,1.667,2.1,1.6,2.28
12,Monterrey,Monterrey Open,2009-03-07,International,Outdoor,Hard,Quarterfinals,3,Bartoli M.,King V.,13.0,108.0,3186.0,606.0,2.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.11,6.0,1.15,5.2,1.143,5.0,1.167,4.5,1.13,5.7
12,Monterrey,Monterrey Open,2009-03-07,International,Outdoor,Hard,Semifinals,3,Bartoli M.,Zheng J.,13.0,18.0,3186.0,2448.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.66,1.95,1.8,1.833,1.833,2.0,1.8,2.04,1.74
12,Monterrey,Monterrey Open,2009-03-08,International,Outdoor,Hard,Semifinals,3,Li N.,Benesova I.,53.0,31.0,1109.0,1630.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.444,2.625,1.444,2.625,1.42,2.78
12,Monterrey,Monterrey Open,2009-03-08,International,Outdoor,Hard,The Final,3,Bartoli M.,Li N.,13.0,53.0,3186.0,1109.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.72,2.1,1.7,1.8,1.909,2.0,1.8,1.98,1.8
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Makarova E.,Dechy N.,54.0,60.0,1096.0,976.0,3.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,1.95,1.8,1.833,1.833,2.0,1.727,2.14,1.68
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Peer S.,Bondarenko K.,49.0,59.0,1201.0,978.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.48,2.53,1.5,2.5,1.444,2.625,1.48,2.6
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Groenefeld A.L.,Niculescu M.,65.0,52.0,897.0,1184.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,2.0,1.72,2.05,1.75,2.1,1.667,2.1,1.667,2.05,1.74
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Glatch A.,Dubois S.,136.0,116.0,470.0,562.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.5,2.3,1.6,2.375,1.533,2.2,1.615,2.34,1.58
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Pironkova T.,Erakovic M.,50.0,70.0,1196.0,866.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.4,2.75,1.42,2.75,1.444,2.625,1.444,2.625,1.44,2.72
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Craybas J.,Dokic J.,102.0,80.0,629.0,787.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,4.33,1.2,3.74,1.25,3.5,1.286,3.75,1.222,3.8,1.25
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Vesnina E.,Lisicki S.,56.0,55.0,1035.0,1044.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.83,1.83,1.8,1.95,1.72,2.0,1.727,2.0,1.9,1.87
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Govortsova O.,Keothavong A.,58.0,51.0,981.0,1195.0,2.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,2.75,1.4,2.6,1.45,2.5,1.5,2.375,1.533,2.6,1.48
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Bacsinszky T.,Arvidsson S.,100.0,99.0,656.0,657.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.66,2.1,1.7,1.909,1.8,2.1,1.667,2.15,1.67
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Li N.,Tanasugarn T.,45.0,43.0,1309.0,1319.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,1.2,4.25,1.222,4.0,1.2,4.0,1.2,4.35
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Vaidisova N.,Krajicek M.,79.0,159.0,787.0,382.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.5,1.5,2.8,1.4,2.375,1.533,2.375,1.533,2.7,1.45
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Radwanska U.,Larcherde Brito M.,107.0,122.0,610.0,542.0,4.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.83,1.83,2.05,1.75,1.83,1.83,2.0,1.73,1.98,1.8
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Shvedova Y.,Kudryavtseva A.,130.0,72.0,499.0,841.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.62,,,1.571,2.25,1.533,2.375,1.5,2.52
13,Indian Wells,BNP Paribas Open,2009-03-11,Premier,Outdoor,Hard,1st Round,3,Razzano V.,Rodina E.,40.0,138.0,1436.0,464.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.75,1.286,3.5,1.25,3.5,1.35,3.1
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Chan Y.J.,Ruano Pascual V.,63.0,111.0,926.0,577.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.72,2.0,1.75,2.05,1.667,2.1,1.8,1.909,1.75,2.04
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Kvitova P.,Parmentier P.,46.0,76.0,1291.0,812.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.364,3.0,1.4,2.75,1.38,2.98
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Domachowska M.,42.0,101.0,1371.0,655.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.25,3.75,1.2,4.0,1.23,4.0
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Yakimova A.,Lepchenko V.,95.0,120.0,679.0,552.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.5,2.5,1.5,2.45,1.5,2.5,1.571,2.25,1.52,2.46
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Gallovits E.,Kirilenko M.,66.0,37.0,886.0,1495.0,3.0,6.0,7.0,5.0,7.0,5.0,2.0,1.0,Completed,2.75,1.4,2.6,1.45,2.625,1.444,2.625,1.444,2.6,1.47
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Dushevina V.,Martic P.,62.0,201.0,953.0,282.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.75,1.286,3.5,1.286,3.25,1.35,3.1
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Llagostera Vives N.,Zahlavova Strycova B..,121.0,61.0,545.0,967.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,2.1,1.66,2.15,1.65,2.25,1.57,2.25,1.571,2.28,1.6
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Stosur S.,Schiavone F.,41.0,44.0,1406.0,1309.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.8,1.9,1.8,1.95,1.8,1.909,1.8,1.909,1.74,2.05
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Cetkovska P.,Foretz S.,71.0,104.0,843.0,622.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.53,2.37,1.5,2.45,1.533,2.375,1.5,2.5,1.57,2.34
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Wickmayer Y.,Rybarikova M.,73.0,47.0,837.0,1269.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,2.3,1.6,2.25,1.571,2.2,1.615,2.28,1.6
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Mirza S.,Koryttseva M.,87.0,96.0,726.0,679.0,2.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.25,3.75,1.3,3.35,1.3,3.4,1.3,3.2,1.29,3.5
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Knapp K.,King V.,131.0,92.0,488.0,690.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,3.4,1.3,3.2,1.32,3.25,1.333,3.25,1.286,3.25,1.33
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Paszek T.,Santangelo M.,68.0,125.0,877.0,535.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,1.8,1.95,1.833,1.833,1.833,1.833,1.97,1.8
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Vinci R.,Morita A.,67.0,84.0,883.0,765.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.75,2.05,1.72,2.0,1.727,2.0,1.74,2.05
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Barrois K.,Zakopalova K.,83.0,89.0,767.0,705.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,1.65,2.15,1.615,2.2,1.62,2.2,1.66,2.16
13,Indian Wells,BNP Paribas Open,2009-03-12,Premier,Outdoor,Hard,1st Round,3,Safarova L.,Oudin M.,48.0,158.0,1224.0,382.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.75,1.3,3.4,1.286,3.25,1.27,3.65
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,1st Round,3,Haynes A.,Tomljanovic A.,151.0,822.0,410.0,21.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.37,2.92,1.4,2.75,1.444,2.625,1.4,2.85
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,1st Round,3,Mattek-Sands B.,Garbin T.,39.0,57.0,1452.0,1020.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.8,1.9,1.75,2.05,1.8,1.909,1.833,1.833,1.82,1.94
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Mauresmo A.,Groenefeld A.L.,20.0,65.0,2304.0,897.0,5.0,7.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.14,5.0,1.25,3.75,1.222,4.0,1.222,3.75,1.24,3.9
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Wozniacki C.,Bacsinszky T.,13.0,100.0,3200.0,656.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.07,7.5,1.13,5.8,1.083,7.0,1.1,6.0,1.09,7.2
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Peng S.,Govortsova O.,34.0,58.0,1566.0,981.0,6.0,3.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.36,3.0,1.45,2.65,1.4,2.75,1.4,2.75,1.45,2.7
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Glatch A.,Suarez Navarro C.,136.0,33.0,470.0,1590.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,3.0,1.36,3.1,1.35,3,1.364,3.2,1.3,3.0,1.37
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Peer S.,Bartoli M.,49.0,12.0,1201.0,3346.0,1.0,6.0,6.0,4.0,7.0,5.0,2.0,1.0,Completed,3.0,1.36,2.6,1.45,2.625,1.444,2.625,1.444,2.6,1.47
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Kanepi K.,Razzano V.,21.0,40.0,2300.0,1436.0,7.0,6.0,1.0,0.0,,,1.0,0.0,Retired,2.25,1.57,2.15,1.65,2.375,1.533,2.25,1.571,2.18,1.65
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Azarenka V.,Shvedova Y.,11.0,130.0,3406.0,499.0,4.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.05,9.0,1.1,6.75,1.083,7.0,1.1,6.0,1.1,6.75
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Vaidisova N.,Bondarenko A.,79.0,30.0,787.0,1646.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.1,1.66,1.87,1.87,2.25,1.571,2.0,1.727,2.18,1.66
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Safina D.,Pironkova T.,2.0,50.0,9021.0,1196.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8.0,1.1,6.75,1.125,5.5,1.083,6.5,1.08,7.5
13,Indian Wells,BNP Paribas Open,2009-03-13,Premier,Outdoor,Hard,2nd Round,3,Vesnina E.,Cirstea S.,56.0,38.0,1035.0,1477.0,5.0,7.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.3,3.4,1.35,3.1,1.4,2.75,1.4,2.75,1.34,3.15
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Li N.,Schnyder P.,45.0,18.0,1309.0,2494.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,1.48,2.53,1.5,2.5,1.5,2.5,1.58,2.32
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Zvonareva V.,Chan Y.J.,6.0,63.0,6320.0,926.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.04,10.0,1.04,9.25,1.071,7.5,1.04,9.0,1.05,9.5
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Chakvetadze A.,Makarova E.,24.0,54.0,1948.0,1096.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.1,1.65,2.15,1.667,2.1,1.571,2.25,1.6,2.28
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Craybas J.,Medina Garrigues A.,102.0,19.0,629.0,2312.0,7.0,5.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,4.0,1.22,3.35,1.3,3.5,1.286,2.875,1.364,3.4,1.3
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Kvitova P.,Benesova I.,46.0,28.0,1291.0,1704.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.61,2.2,1.7,2.1,1.72,2.0,1.727,2.0,1.78,2.0
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Radwanska U.,Kuznetsova S.,107.0,8.0,610.0,4953.0,6.0,2.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,6.0,1.11,5.5,1.13,4.5,1.167,5.0,1.143,5.0,1.16
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Radwanska A.,Stosur S.,10.0,41.0,3448.0,1406.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.61,2.2,1.7,2.1,1.615,2.2,1.571,2.25,1.66,2.16
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Knapp K.,Errani S.,131.0,32.0,488.0,1608.0,6.0,2.0,3.0,2.0,,,1.0,0.0,Retired,3.4,1.3,3.1,1.35,3.25,1.333,2.875,1.364,3.5,1.29
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Szavay A.,Gallovits E.,27.0,66.0,1709.0,886.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.72,2.0,1.65,2.15,1.615,2.2,1.667,2.1,1.68,2.13
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Llagostera Vives N.,Cibulkova D.,121.0,16.0,545.0,2760.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,7.0,1.08,6.75,1.1,6.5,1.1,6.5,1.083,6.75,1.1
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Cetkovska P.,Dementieva E.,71.0,4.0,843.0,7886.0,7.0,6.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,11.0,1.03,9.25,1.04,8.5,1.05,9.0,1.04,12.0,1.03
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Dushevina V.,Zheng J.,62.0,17.0,953.0,2576.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,3.5,1.28,3.1,1.35,3.25,1.333,2.875,1.364,3.1,1.35
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Dulko G.,Mattek-Sands B.,36.0,39.0,1516.0,1452.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.1,1.65,2.15,1.571,2.25,1.615,2.2,1.68,2.14
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Kleybanova A.,Paszek T.,26.0,68.0,1750.0,877.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.4,2.75,1.4,2.75,1.35,3.1
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Ivanovic A.,Yakimova A.,7.0,95.0,5414.0,679.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8.0,1.1,6.75,1.071,7.5,1.04,9.0,1.07,8.25
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Barrois K.,Cornet A.,83.0,14.0,767.0,3152.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,5.5,1.12,5.5,1.15,5.5,1.125,4.5,1.17,5.2,1.15
13,Indian Wells,BNP Paribas Open,2009-03-14,Premier,Outdoor,Hard,2nd Round,3,Hantuchova D.,Wickmayer Y.,35.0,73.0,1522.0,837.0,5.0,7.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,1.28,3.75,1.3,3.35,1.25,3.75,1.286,3.25,1.31,3.35
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,2nd Round,3,Bammer S.,Vinci R.,29.0,67.0,1649.0,883.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,1.65,2.15,1.5,2.5,1.533,2.375,1.65,2.18
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,2nd Round,3,Wozniak A.,Safarova L.,31.0,48.0,1643.0,1224.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.37,1.53,2.6,1.45,2.375,1.533,2.375,1.533,2.46,1.52
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,2nd Round,3,Pennetta F.,Mirza S.,15.0,87.0,2990.0,726.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,1.45,2.6,1.444,2.625,1.5,2.5,1.44,2.7
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Jankovic J.,42.0,3.0,1371.0,8400.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,6.5,1.1,6.75,1.1,6.5,1.1,6.0,1.1,5.7,1.13
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,2nd Round,3,Haynes A.,Sugiyama A.,151.0,25.0,410.0,1834.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,3.75,1.25,3.46,1.28,3.75,1.25,3.5,1.25,3.7,1.26
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,3rd Round,3,Wozniacki C.,Kanepi K.,13.0,21.0,3200.0,2300.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.36,3.0,1.3,3.35,1.364,3.0,1.286,3.25,1.4,2.85
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,3rd Round,3,Zvonareva V.,Kvitova P.,6.0,46.0,6320.0,1291.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5.0,1.17,4.67,1.167,4.5,1.167,4.5,1.18,4.65
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,3rd Round,3,Craybas J.,Vaidisova N.,102.0,79.0,629.0,787.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.4,2.8,1.4,2.75,1.4,2.75,1.4,2.85,1.4
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,3rd Round,3,Safina D.,Peng S.,2.0,34.0,9021.0,1566.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.1,6.5,1.13,5.5,1.14,5.0,1.143,5.0,1.15,5.2
13,Indian Wells,BNP Paribas Open,2009-03-15,Premier,Outdoor,Hard,3rd Round,3,Radwanska U.,Glatch A.,107.0,136.0,610.0,470.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.61,2.2,1.72,2.08,1.615,2.2,1.571,2.25,1.72,2.05
13,Indian Wells,BNP Paribas Open,2009-03-16,Premier,Outdoor,Hard,3rd Round,3,Peer S.,Chakvetadze A.,49.0,24.0,1201.0,1948.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.8,1.9,1.87,1.87,1.833,1.833,1.909,1.8,1.82,1.94
