ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Coria G.,Monaco J.,3.0,143.0,7.0,5.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,1.04,9.0,1.06,8.0,1.05,7.75,1.05,5.0,1.05,15.25
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Chela J.I.,Verdasco F.,23.0,53.0,7.0,5.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,2.1,1.667,2.05,1.75,2.0,1.75,1.75,1.75,2.1,1.769
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Blanco G.,Horna L.,95.0,41.0,2.0,6.0,6.0,4.0,1,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,4.5,1.167,5.0,1.16,4.25,1.2,4.5,1.1,4.85,1.211
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Corretja A.,Srichaphan P.,97.0,13.0,6.0,4.0,7.0,5.0,6,3.0,,,,,3.0,0.0,Completed,1.286,3.5,1.35,3.1,1.28,3.46,1.3,2.7,1.4,3.15
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Ancic M.,Zabaleta M.,73.0,32.0,6.0,3.0,6.0,4.0,3,6.0,6.0,4.0,,,3.0,1.0,Completed,3.25,1.333,3.2,1.33,3.35,1.3,2.7,1.3,3.25,1.385
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Moya C.,Vicente F.,5.0,148.0,6.0,1.0,6.0,2.0,6,1.0,,,,,3.0,0.0,Completed,1.04,9.0,1.06,8.5,1.05,7.75,1.03,6.0,1.05,15.25
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Escude N.,Mayer F.,76.0,75.0,6.0,4.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,2.5,1.5,2.7,1.45,2.75,1.42,2.3,1.4,2.75,1.5
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Sluiter R.,Hrbaty D.,82.0,24.0,6.0,4.0,6.0,4.0,3,6.0,7.0,6.0,,,3.0,1.0,Completed,3.75,1.25,3.15,1.33,3.75,1.25,2.3,1.4,3.5,1.345
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Henman T.,Burgsmuller L.,9.0,91.0,6.0,0.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.32,3.2,1.28,3.46,1.25,3.0,1.345,3.45
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Jeanpierre J.,Spadea V.,181.0,28.0,6.0,4.0,6.0,2.0,7,5.0,,,,,3.0,0.0,Completed,2.75,1.4,2.6,1.48,2.45,1.5,2.2,1.45,2.82,1.476
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Garcia-Lopez G.,17.0,183.0,6.0,4.0,3.0,6.0,7,5.0,6.0,4.0,,,3.0,1.0,Completed,1.125,5.5,1.12,6.0,1.1,6.25,1.15,3.8,1.143,6.25
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Massu N.,Voltchkov V.,11.0,171.0,6.0,3.0,6.0,1.0,6,0.0,,,,,3.0,0.0,Completed,1.167,4.5,1.13,5.65,1.13,5.5,1.1,4.5,1.154,6.0
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Santoro F.,Labadze I.,58.0,50.0,6.0,4.0,3.0,6.0,2,6.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,2.2,1.615,,,2.15,1.65,1.85,1.65,2.23,1.699
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Youzhny M.,Pavel A.,38.0,22.0,6.0,7.0,7.0,6.0,1,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,2.375,1.533,2.2,1.65,2.3,1.6,1.9,1.6,2.42,1.617
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Mutis O.,Roddick A.,125.0,2.0,3.0,6.0,6.0,3.0,6,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,6.5,1.1,5.65,1.13,5.84,1.11,3.8,1.15,5.5,1.167
30,Paris,French Open,2004-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Llodra M.,Haehnel J.,94.0,271.0,6.0,3.0,6.0,2.0,3,6.0,6.0,1.0,,,3.0,1.0,Completed,1.61,2.2,1.65,2.2,1.7,2.1,1.75,1.75,,
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Costa A.,Rochus C.,29.0,112.0,6.0,1.0,6.0,2.0,7,5.0,,,,,3.0,0.0,Completed,1.222,4.0,1.28,3.55,1.3,3.35,1.3,2.7,1.323,3.6
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Lopez F.,Kucera K.,25.0,71.0,6.0,7.0,6.0,3.0,6,4.0,6.0,4.0,,,3.0,1.0,Completed,1.571,2.25,1.65,2.2,1.55,2.35,1.5,2.1,1.676,2.31
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Melzer J.,12.0,51.0,6.0,4.0,6.0,4.0,4,6.0,6.0,2.0,,,3.0,1.0,Completed,1.333,3.25,1.3,3.35,1.28,3.46,1.2,3.3,1.357,3.4
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Lee H.T.,Patience O.,123.0,99.0,6.0,4.0,6.0,4.0,6,3.0,,,,,3.0,0.0,Completed,3.5,1.286,3.75,1.25,3.35,1.3,3.0,1.25,3.75,1.308
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Kiefer N.,1.0,34.0,6.0,3.0,6.0,4.0,7,6.0,,,,,3.0,0.0,Completed,1.05,9.0,1.06,8.5,1.05,7.75,1.03,6.0,1.05,15.5
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Malisse X.,Elsner D.,54.0,161.0,6.0,3.0,4.0,0.0,,,,,,,1.0,0.0,Retired,1.286,3.5,1.36,3.1,1.37,2.92,1.35,2.5,1.4,3.2
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Benneteau J.,Ferrer D.,92.0,52.0,6.0,3.0,1.0,6.0,6,2.0,7.0,5.0,,,3.0,1.0,Completed,3.25,1.333,3.2,1.33,3.1,1.35,3.0,1.25,3.12,1.413
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Verkerk M.,Hanescu V.,19.0,66.0,4.0,6.0,6.0,3.0,3,6.0,6.0,0.0,3.0,0.0,2.0,2.0,Retired,1.571,2.25,1.57,2.35,1.6,2.3,1.5,2.1,1.617,2.44
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Kuerten G.,Elseneer G.,30.0,100.0,6.0,2.0,6.0,0.0,6,3.0,,,,,3.0,0.0,Completed,1.143,5.0,1.13,5.65,1.15,5.2,1.05,5.0,1.154,6.0
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Koubek S.,Ljubicic I.,96.0,27.0,6.0,0.0,1.0,6.0,6,4.0,6.0,2.0,,,3.0,1.0,Completed,3.25,1.333,3.35,1.31,3.1,1.35,2.7,1.3,3.45,1.345
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Starace P.,Grosjean S.,202.0,10.0,7.0,6.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,4.5,1.16,4.4,1.2,4.67,1.17,3.8,1.15,4.85,1.211
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Gaudio G.,Novak J.,44.0,14.0,2.0,6.0,6.0,4.0,6,4.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,1.5,2.5,1.53,2.45,1.5,2.45,1.35,2.5,1.513,2.72
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Andreev I.,Ferrero J.C.,77.0,4.0,6.0,4.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,5.0,1.143,5.0,1.14,5.2,1.15,3.8,1.15,5.5,1.174
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Nalbandian D.,Falla A.,8.0,146.0,5.0,7.0,6.0,0.0,6,2.0,6.0,0.0,,,3.0,1.0,Completed,1.07,7.5,1.08,7.25,1.1,6.75,1.1,4.5,1.077,10.5
30,Paris,French Open,2004-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Enqvist T.,Bjorkman J.,65.0,26.0,6.0,3.0,3.0,6.0,7,6.0,6.0,3.0,,,3.0,1.0,Completed,1.8,1.909,1.77,2.0,1.67,2.12,1.6,1.9,1.758,2.16
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Mantilla F.,20.0,93.0,6.0,4.0,2.0,6.0,6,2.0,6.0,7.0,11.0,9.0,3.0,2.0,Completed,1.286,3.5,1.36,3.0,1.37,2.92,1.35,2.5,1.328,3.6
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Chela J.I.,Corretja A.,23.0,97.0,6.0,4.0,6.0,4.0,4,6.0,6.0,3.0,,,3.0,1.0,Completed,1.333,3.25,1.3,3.4,1.3,3.35,1.25,3.0,1.323,3.6
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Escude N.,Youzhny M.,76.0,38.0,6.0,2.0,7.0,5.0,6,7.0,6.0,2.0,,,3.0,1.0,Completed,2.2,1.615,2.5,1.5,2.35,1.55,1.85,1.65,2.35,1.654
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Llodra M.,Jeanpierre J.,94.0,181.0,6.0,2.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,1.66,2.1,1.75,2.05,1.75,2.0,1.7,1.8,1.813,2.07
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Henman T.,Blanco G.,9.0,95.0,7.0,6.0,6.0,1.0,6,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.4,1.25,3.9,1.15,3.8,1.317,3.65
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Massu N.,17.0,11.0,6.0,2.0,6.0,0.0,6,3.0,,,,,3.0,0.0,Completed,1.667,2.1,1.6,2.3,1.65,2.2,1.55,2.0,1.658,2.34
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Coria G.,Ancic M.,3.0,73.0,6.0,3.0,6.0,1.0,6,2.0,,,,,3.0,0.0,Completed,1.063,8.0,1.07,8.0,1.07,7.19,1.03,6.0,1.093,9.5
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Moya C.,Sluiter R.,5.0,82.0,6.0,0.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.05,9.0,1.06,8.5,1.07,7.19,1.05,5.0,1.056,14.75
30,Paris,French Open,2004-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Mutis O.,Santoro F.,125.0,58.0,6.0,0.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,2.0,1.727,1.95,1.83,1.95,1.8,1.75,1.75,2.0,1.862
30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Gaudio G.,Enqvist T.,44.0,65.0,6.0,0.0,6.0,4.0,6,7.0,6.0,4.0,,,3.0,1.0,Completed,1.2,4.333,1.16,5.0,1.17,4.67,1.2,3.3,1.167,5.65
30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Kuerten G.,Federer R.,30.0,1.0,6.0,4.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,4.5,1.167,4.65,1.18,3.89,1.23,3.8,1.15,4.7,1.222
30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Andreev I.,Benneteau J.,77.0,92.0,7.0,6.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.909,1.8,2.0,1.76,1.87,1.87,1.8,1.7,1.926,1.926
30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Lopez F.,Lee H.T.,25.0,123.0,7.0,6.0,4.0,6.0,6,0.0,6.0,3.0,,,3.0,1.0,Completed,1.286,3.5,1.28,3.5,1.35,3.1,1.3,2.7,1.357,3.4
30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Nalbandian D.,Koubek S.,8.0,96.0,6.0,7.0,6.0,3.0,7,6.0,7.0,5.0,,,3.0,1.0,Completed,1.125,5.5,1.1,6.5,1.15,5.2,1.1,4.5,1.138,6.65
30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Hewitt L.,Verkerk M.,12.0,19.0,6.0,2.0,3.0,6.0,4,6.0,6.0,2.0,6.0,0.0,3.0,2.0,Completed,1.4,2.75,1.42,2.8,1.4,2.85,1.45,2.2,1.488,2.82
30,Paris,French Open,2004-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Safin M.,Starace P.,20.0,202.0,6.0,7.0,6.0,4.0,3,6.0,7.0,5.0,7.0,5.0,3.0,2.0,Completed,1.14,5.0,1.18,4.65,1.17,4.67,1.15,3.8,1.208,4.9
30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Malisse X.,Costa A.,54.0,29.0,6.0,4.0,2.0,6.0,4,6.0,7.0,6.0,8.0,6.0,3.0,2.0,Completed,3.0,1.364,3.2,1.32,2.85,1.4,2.3,1.4,3.6,1.328
30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Chela J.I.,Mutis O.,23.0,125.0,4.0,6.0,6.0,2.0,7,6.0,6.0,2.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.5,1.4,2.85,1.35,2.5,1.37,3.3
30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Henman T.,Llodra M.,9.0,94.0,6.0,7.0,4.0,6.0,6,4.0,6.0,3.0,9.0,7.0,3.0,2.0,Completed,1.222,4.0,1.28,3.65,1.28,3.46,1.4,2.3,1.313,3.7
30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Coria G.,Escude N.,3.0,76.0,6.0,0.0,,,,,,,,,1.0,0.0,Retired,1.071,7.5,1.08,7.75,1.1,6.75,1.1,4.5,1.085,9.75
30,Paris,French Open,2004-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Moya C.,Robredo T.,5.0,17.0,7.0,6.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.65,1.28,3.46,1.3,2.7,1.308,3.75
30,Paris,French Open,2004-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Lopez F.,30.0,25.0,6.0,3.0,7.0,5.0,6,4.0,,,,,3.0,0.0,Completed,1.286,3.5,1.25,3.8,1.28,3.46,1.3,2.7,1.317,3.65
30,Paris,French Open,2004-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Gaudio G.,Andreev I.,44.0,77.0,6.0,4.0,7.0,5.0,6,3.0,,,,,3.0,0.0,Completed,1.3,3.4,1.3,3.4,1.37,2.92,1.3,2.7,1.37,3.35
30,Paris,French Open,2004-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Hewitt L.,Malisse X.,12.0,54.0,7.0,5.0,6.0,2.0,7,6.0,,,,,3.0,0.0,Completed,1.364,3.0,1.4,2.85,1.42,2.75,1.45,2.2,1.444,3.0
30,Paris,French Open,2004-05-31,Grand Slam,Outdoor,Clay,4th Round,5,Nalbandian D.,Safin M.,8.0,20.0,7.0,5.0,6.0,4.0,6,7.0,6.0,3.0,,,3.0,1.0,Completed,1.667,2.1,1.6,2.3,1.6,2.4,1.55,2.0,1.617,2.42
30,Paris,French Open,2004-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5,Coria G.,Moya C.,3.0,5.0,7.0,5.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.444,2.75,1.48,2.65,1.51,2.57,1.55,2.0,1.529,2.69
30,Paris,French Open,2004-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5,Henman T.,Chela J.I.,9.0,23.0,6.0,2.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,2.75,1.444,2.65,1.48,2.72,1.47,1.9,1.6,3.16,1.408
30,Paris,French Open,2004-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Gaudio G.,Hewitt L.,44.0,12.0,6.0,3.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,2.1,1.727,2.1,1.73,2.07,1.76,1.75,1.85,2.1,1.794
30,Paris,French Open,2004-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nalbandian D.,Kuerten G.,8.0,30.0,6.0,2.0,3.0,6.0,6,4.0,7.0,6.0,,,3.0,1.0,Completed,1.8,2.0,1.88,1.92,1.8,2.03,1.85,1.75,1.877,1.98
30,Paris,French Open,2004-06-04,Grand Slam,Outdoor,Clay,Semifinals,5,Gaudio G.,Nalbandian D.,44.0,8.0,6.0,3.0,7.0,6.0,6,0.0,,,,,3.0,0.0,Completed,2.375,1.533,2.45,1.55,2.4,1.6,2.1,1.55,2.54,1.575
30,Paris,French Open,2004-06-04,Grand Slam,Outdoor,Clay,Semifinals,5,Coria G.,Henman T.,3.0,9.0,3.0,6.0,6.0,4.0,6,0.0,7.0,5.0,,,3.0,1.0,Completed,1.143,5.0,1.15,5.5,1.16,5.66,1.15,4.0,1.16,5.85
30,Paris,French Open,2004-06-06,Grand Slam,Outdoor,Clay,The Final,5,Gaudio G.,Coria G.,44.0,3.0,0.0,6.0,3.0,6.0,6,4.0,6.0,1.0,8.0,6.0,3.0,2.0,Completed,4.0,1.25,3.75,1.25,3.63,1.34,,,3.65,1.323
31,Halle,Gerry Weber Open,2004-06-07,International,Outdoor,Grass,1st Round,3,Fish M.,Prinosil D.,23.0,368.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.22,4.1,1.17,4.67,,,1.267,4.15
31,Halle,Gerry Weber Open,2004-06-07,International,Outdoor,Grass,1st Round,3,Sargsian S.,Volandri F.,51.0,45.0,2.0,6.0,6.0,2.0,6,2.0,,,,,2.0,1.0,Completed,,,1.3,3.4,1.32,3.22,,,1.317,3.65
31,Halle,Gerry Weber Open,2004-06-07,International,Outdoor,Grass,1st Round,3,Clement A.,Waske A.,37.0,187.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.333,3.0,1.42,2.75,1.4,2.85,,,1.444,2.95
31,Halle,Gerry Weber Open,2004-06-07,International,Outdoor,Grass,1st Round,3,Novak J.,Ljubicic I.,19.0,29.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.727,2.1,1.7,2.1,1.7,,,2.26,1.685
31,Halle,Gerry Weber Open,2004-06-07,International,Outdoor,Grass,1st Round,3,Chiudinelli M.,Kratochvil M.,193.0,167.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
31,Halle,Gerry Weber Open,2004-06-07,International,Outdoor,Grass,1st Round,3,Haas T.,Lopez F.,112.0,21.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.909,1.8,1.95,1.8,2.0,1.75,,,2.1,1.769
31,Halle,Gerry Weber Open,2004-06-07,International,Outdoor,Grass,1st Round,3,Carlsen K.,Berrer M.,104.0,253.0,3.0,6.0,7.0,6.0,7,5.0,,,,,2.0,1.0,Completed,,,,,,,,,,
31,Halle,Gerry Weber Open,2004-06-07,International,Outdoor,Grass,1st Round,3,Popp A.,Pavel A.,84.0,20.0,1.0,6.0,6.0,4.0,6,4.0,,,,,2.0,1.0,Completed,2.2,1.615,2.0,1.77,2.15,1.65,,,2.06,1.794
31,Halle,Gerry Weber Open,2004-06-08,International,Outdoor,Grass,1st Round,3,Youzhny M.,Mayer F.,34.0,71.0,6.0,7.0,6.0,2.0,7,6.0,,,,,2.0,1.0,Completed,1.364,2.875,1.36,2.95,1.35,3.1,,,1.408,3.1
31,Halle,Gerry Weber Open,2004-06-08,International,Outdoor,Grass,1st Round,3,Seppi A.,Davydenko N.,181.0,58.0,7.0,6.0,2.0,6.0,6,3.0,,,,,2.0,1.0,Completed,2.1,1.667,1.95,1.8,2.05,1.75,,,1.952,1.87
31,Halle,Gerry Weber Open,2004-06-08,International,Outdoor,Grass,1st Round,3,Schuettler R.,Hernych J.,8.0,114.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,3.5,1.36,3.0,1.4,2.85,,,1.4,3.15
31,Halle,Gerry Weber Open,2004-06-08,International,Outdoor,Grass,1st Round,3,Verdasco F.,Verkerk M.,50.0,55.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.667,1.9,1.85,2.05,1.75,,,1.926,1.893
31,Halle,Gerry Weber Open,2004-06-08,International,Outdoor,Grass,1st Round,3,Federer R.,Johansson T.,1.0,191.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.77,2.0,1.15,5.2,,,1.208,4.9
31,Halle,Gerry Weber Open,2004-06-08,International,Outdoor,Grass,1st Round,3,Johansson J.,Soderling R.,48.0,44.0,7.0,6.0,4.0,6.0,6,3.0,,,,,2.0,1.0,Completed,2.0,1.727,,,2.05,1.75,,,2.04,1.806
31,Halle,Gerry Weber Open,2004-06-08,International,Outdoor,Grass,1st Round,3,Kiefer N.,Burgsmuller L.,31.0,92.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.5,1.22,4.1,1.23,3.89,,,1.235,4.6
31,Halle,Gerry Weber Open,2004-06-08,International,Outdoor,Grass,1st Round,3,Bjorkman J.,Safin M.,27.0,15.0,6.0,2.0,6.0,7.0,7,6.0,,,,,2.0,1.0,Completed,1.8,1.909,1.77,2.0,1.87,1.87,,,1.826,2.01
31,Halle,Gerry Weber Open,2004-06-09,International,Outdoor,Grass,2nd Round,3,Clement A.,Popp A.,37.0,84.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.8,1.95,1.7,2.1,,,1.806,2.04
31,Halle,Gerry Weber Open,2004-06-09,International,Outdoor,Grass,2nd Round,3,Novak J.,Chiudinelli M.,19.0,193.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
31,Halle,Gerry Weber Open,2004-06-09,International,Outdoor,Grass,2nd Round,3,Federer R.,Youzhny M.,1.0,34.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.18,4.6,1.15,5.2,,,1.174,5.25
31,Halle,Gerry Weber Open,2004-06-09,International,Outdoor,Grass,2nd Round,3,Haas T.,Carlsen K.,112.0,104.0,6.0,7.0,6.0,2.0,6,4.0,,,,,2.0,1.0,Completed,1.3,3.4,1.25,3.7,1.3,3.45,,,1.26,4.3
31,Halle,Gerry Weber Open,2004-06-10,International,Outdoor,Grass,2nd Round,3,Schuettler R.,Johansson J.,8.0,48.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.571,2.25,,,1.65,2.15,,,1.741,2.15
31,Halle,Gerry Weber Open,2004-06-10,International,Outdoor,Grass,2nd Round,3,Verdasco F.,Seppi A.,50.0,181.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,,,1.4,2.85,,,1.455,2.92
31,Halle,Gerry Weber Open,2004-06-10,International,Outdoor,Grass,2nd Round,3,Kiefer N.,Bjorkman J.,31.0,27.0,5.0,7.0,6.0,4.0,6,4.0,,,,,2.0,1.0,Completed,1.727,2.0,1.8,1.95,1.87,1.87,,,1.775,2.09
31,Halle,Gerry Weber Open,2004-06-10,International,Outdoor,Grass,2nd Round,3,Fish M.,Sargsian S.,23.0,51.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.42,2.75,1.45,2.6,,,1.526,2.7
31,Halle,Gerry Weber Open,2004-06-11,International,Outdoor,Grass,Quarterfinals,3,Fish M.,Verdasco F.,23.0,50.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.62,2.25,1.6,2.3,,,1.633,2.38
31,Halle,Gerry Weber Open,2004-06-11,International,Outdoor,Grass,Quarterfinals,3,Schuettler R.,Kiefer N.,8.0,31.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.0,1.77,2.0,1.75,,,2.12,1.758
31,Halle,Gerry Weber Open,2004-06-11,International,Outdoor,Grass,Quarterfinals,3,Novak J.,Haas T.,19.0,112.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.727,2.0,1.78,1.9,1.85,,,2.03,1.813
31,Halle,Gerry Weber Open,2004-06-11,International,Outdoor,Grass,Quarterfinals,3,Federer R.,Clement A.,1.0,37.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.08,7.0,1.1,6.25,,,1.118,7.5
31,Halle,Gerry Weber Open,2004-06-12,International,Outdoor,Grass,Semifinals,3,Fish M.,Schuettler R.,23.0,8.0,6.0,4.0,4.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.833,1.833,1.82,1.95,1.75,2.0,,,1.82,2.02
31,Halle,Gerry Weber Open,2004-06-12,International,Outdoor,Grass,Semifinals,3,Federer R.,Novak J.,1.0,19.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.15,5.25,1.15,5.2,,,1.156,5.9
31,Halle,Gerry Weber Open,2004-06-13,International,Outdoor,Grass,The Final,3,Federer R.,Fish M.,1.0,23.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.14,5.4,1.15,5.5,,,1.148,6.1
32,Queens Club,Stella Artois,2004-06-07,International,Outdoor,Grass,1st Round,3,Lopez M.,Tursunov D.,128.0,67.0,6.0,2.0,1.0,6.0,6,3.0,,,,,2.0,1.0,Completed,2.875,1.364,,,,,,,3.25,1.377
32,Queens Club,Stella Artois,2004-06-07,International,Outdoor,Grass,1st Round,3,Marray J.,Rochus C.,277.0,115.0,6.0,3.0,4.0,6.0,7,5.0,,,,,2.0,1.0,Completed,2.1,1.667,,,1.95,1.8,,,2.02,1.82
32,Queens Club,Stella Artois,2004-06-07,International,Outdoor,Grass,1st Round,3,Patience O.,Ferrer D.,97.0,49.0,4.0,6.0,7.0,6.0,6,4.0,,,,,2.0,1.0,Completed,2.2,1.615,,,2.15,1.65,,,2.26,1.685
32,Queens Club,Stella Artois,2004-06-07,International,Outdoor,Grass,1st Round,3,Karlovic I.,Gambill J.M.,62.0,89.0,6.0,4.0,6.0,7.0,7,6.0,,,,,2.0,1.0,Completed,1.727,2.0,1.67,2.15,1.8,1.95,,,1.73,2.17
