ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
1,Adelaide,AAPT Championships,2004-01-05,International,Outdoor,Hard,1st Round,3,Spadea V.,Melzer J.,29.0,79.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,1.4,2.85,1.48,2.53,1.45,2.2,1.465,2.9
1,Adelaide,AAPT Championships,2004-01-05,International,Outdoor,Hard,1st Round,3,Dent T.,Horna L.,33.0,64.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.22,4.1,1.2,4.45,1.2,3.3,1.241,4.55
1,Adelaide,AAPT Championships,2004-01-05,International,Outdoor,Hard,1st Round,3,Martin A.,Ancic M.,54.0,74.0,6.0,3.0,6.0,7.0,7,6.0,,,,,2.0,1.0,Completed,2.0,1.72,2.15,1.67,,,2.0,1.55,2.17,1.752
1,Adelaide,AAPT Championships,2004-01-05,International,Outdoor,Hard,1st Round,3,Beck K.,Vahaly B.,66.0,75.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.7,2.1,,,,,1.73,2.21
1,Adelaide,AAPT Championships,2004-01-05,International,Outdoor,Hard,1st Round,3,Nieminen J.,Moodie W.,36.0,82.0,4.0,6.0,7.0,6.0,7,5.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,2.85,1.5,2.45,1.35,2.5,1.459,2.93
1,Adelaide,AAPT Championships,2004-01-05,International,Outdoor,Hard,1st Round,3,Johansson T.,Rochus C.,,84.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,1.6,2.25,1.8,1.95,1.75,1.75,1.758,2.16
1,Adelaide,AAPT Championships,2004-01-05,International,Outdoor,Hard,1st Round,3,Arthurs W.,Karlovic I.,117.0,73.0,6.0,7.0,7.0,6.0,7,5.0,,,,,2.0,1.0,Completed,1.8,1.909,1.8,1.95,1.9,1.85,1.75,1.75,1.862,2.0
1,Adelaide,AAPT Championships,2004-01-06,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Elsner D.,65.0,152.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,1.9,,,1.75,2.0,1.6,1.9,1.699,2.25
1,Adelaide,AAPT Championships,2004-01-06,International,Outdoor,Hard,1st Round,3,Lapentti N.,Labadze I.,57.0,72.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,1.5,2.5,1.5,2.45,1.5,2.1,1.599,2.49
1,Adelaide,AAPT Championships,2004-01-06,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Benneteau J.,61.0,138.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.55,2.4,1.65,2.15,1.5,2.1,1.592,2.51
1,Adelaide,AAPT Championships,2004-01-06,International,Outdoor,Hard,1st Round,3,Clement A.,Hanescu V.,31.0,70.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.5,2.5,1.48,2.53,1.35,2.5,1.526,2.7
1,Adelaide,AAPT Championships,2004-01-06,International,Outdoor,Hard,1st Round,3,Llodra M.,Burgsmuller L.,173.0,76.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.58,2.3,1.55,2.35,1.5,2.1,1.676,2.3
1,Adelaide,AAPT Championships,2004-01-07,International,Outdoor,Hard,1st Round,3,Saulnier C.,Ginepri R.,86.0,32.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.5,1.5,2.45,1.5,2.2,1.45,2.7,1.526
1,Adelaide,AAPT Championships,2004-01-07,International,Outdoor,Hard,1st Round,3,Sluiter R.,Canas G.,59.0,272.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.0,1.364,2.85,1.4,3.12,1.37,2.3,1.4,3.4,1.357
1,Adelaide,AAPT Championships,2004-01-07,International,Outdoor,Hard,1st Round,3,Rusedski G.,Wawrinka S.,119.0,171.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.17,4.75,1.2,4.25,1.25,3.0,1.23,4.5
1,Adelaide,AAPT Championships,2004-01-07,International,Outdoor,Hard,1st Round,3,Reid T.,Ferreira W.,243.0,26.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.85,1.4,2.67,1.44,2.5,1.35,2.72,1.513
1,Adelaide,AAPT Championships,2004-01-07,International,Outdoor,Hard,2nd Round,3,Llodra M.,Lapentti N.,173.0,57.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.727,1.9,1.85,2.1,1.7,1.9,1.6,2.12,1.781
1,Adelaide,AAPT Championships,2004-01-07,International,Outdoor,Hard,2nd Round,3,Johansson T.,Clement A.,,31.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.3,1.58,2.15,1.65,2.3,1.4,2.4,1.633
1,Adelaide,AAPT Championships,2004-01-07,International,Outdoor,Hard,2nd Round,3,Spadea V.,Arthurs W.,29.0,117.0,6.0,4.0,6.0,7.0,6,3.0,,,,,2.0,1.0,Completed,1.667,2.1,1.55,2.4,1.65,2.15,1.5,2.1,1.658,2.34
1,Adelaide,AAPT Championships,2004-01-07,International,Outdoor,Hard,2nd Round,3,Dent T.,Beck K.,33.0,66.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.286,3.5,1.35,3.1,1.28,3.46,1.25,3.0,1.345,3.45
1,Adelaide,AAPT Championships,2004-01-08,International,Outdoor,Hard,2nd Round,3,Nieminen J.,Sanguinetti D.,36.0,65.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.67,2.15,1.5,2.45,1.6,1.9,1.645,2.39
1,Adelaide,AAPT Championships,2004-01-08,International,Outdoor,Hard,2nd Round,3,Reid T.,Sluiter R.,243.0,59.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.667,1.9,1.85,2.0,1.75,1.9,1.6,1.952,1.901
1,Adelaide,AAPT Championships,2004-01-08,International,Outdoor,Hard,2nd Round,3,Saulnier C.,Rusedski G.,86.0,119.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.65,1.45,2.6,1.45,2.7,1.3,2.65,1.541
1,Adelaide,AAPT Championships,2004-01-08,International,Outdoor,Hard,2nd Round,3,Hrbaty D.,Martin A.,61.0,54.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.8,1.95,1.7,2.1,1.55,2.0,1.847,2.02
1,Adelaide,AAPT Championships,2004-01-09,International,Outdoor,Hard,Quarterfinals,3,Nieminen J.,Reid T.,36.0,243.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.67,2.15,1.48,2.53,1.55,2.0,1.658,2.36
1,Adelaide,AAPT Championships,2004-01-09,International,Outdoor,Hard,Quarterfinals,3,Hrbaty D.,Saulnier C.,61.0,86.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.833,1.833,1.75,2.0,1.85,1.85,1.55,2.0,1.862,2.0
1,Adelaide,AAPT Championships,2004-01-09,International,Outdoor,Hard,Quarterfinals,3,Llodra M.,Spadea V.,173.0,29.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.5,1.5,2.3,1.6,1.9,1.6,2.63,1.552
1,Adelaide,AAPT Championships,2004-01-09,International,Outdoor,Hard,Quarterfinals,3,Dent T.,Johansson T.,33.0,,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.58,2.3,1.65,2.15,1.65,1.85,1.633,2.42
1,Adelaide,AAPT Championships,2004-01-10,International,Outdoor,Hard,Semifinals,3,Hrbaty D.,Nieminen J.,61.0,36.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.15,1.67,2.1,1.7,2.2,1.45,2.25,1.709
1,Adelaide,AAPT Championships,2004-01-10,International,Outdoor,Hard,Semifinals,3,Llodra M.,Dent T.,173.0,33.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.0,1.333,2.85,1.4,2.71,1.43,2.3,1.4,3.26,1.383
1,Adelaide,AAPT Championships,2004-01-11,International,Outdoor,Hard,The Final,3,Hrbaty D.,Llodra M.,61.0,173.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.67,2.15,1.65,2.15,1.7,1.8,1.725,2.2
2,Chennai,TATA Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Ferrer D.,Verdasco F.,71.0,109.0,1.0,6.0,7.0,5.0,6,0.0,,,,,2.0,1.0,Completed,1.727,2.0,1.75,2.0,1.75,2.0,1.55,2.0,1.885,1.971
2,Chennai,TATA Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Levy H.,Portas A.,111.0,85.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.55,2.4,1.65,2.15,1.6,1.9,1.641,2.36
2,Chennai,TATA Open,2004-01-05,International,Outdoor,Hard,1st Round,3,van Lottum J.,Blanco G.,92.0,99.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.4,2.85,1.48,2.53,1.4,2.3,1.455,2.9
2,Chennai,TATA Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Andreev I.,Ramirez-Hidalgo R.,88.0,80.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.45,2.65,1.45,2.6,1.5,2.1,1.463,2.91
2,Chennai,TATA Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Amritraj P.,Mankad H.,280.0,340.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,1.45,2.6,1.5,2.1,,
2,Chennai,TATA Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Dupuis A.,Popp A.,78.0,90.0,6.0,1.0,4.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.727,2.0,1.7,2.1,1.75,2.05,1.75,1.75,1.82,2.06
2,Chennai,TATA Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Goldstein P.,Mutis O.,107.0,104.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.65,2.2,1.75,2.0,1.65,1.85,1.714,2.24
2,Chennai,TATA Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Lisnard J.R.,Pless K.,97.0,440.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.57,2.3,1.5,2.45,1.4,2.3,1.562,2.58
2,Chennai,TATA Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Montanes A.,11.0,81.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.14,5.25,1.15,5.2,1.15,3.8,1.154,5.85
2,Chennai,TATA Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Schalken S.,Udomchoke D.,18.0,162.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.12,5.5,1.15,4.9,1.15,3.8,1.133,6.5
2,Chennai,TATA Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Knowle J.,Rastogi K.,164.0,1061.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
2,Chennai,TATA Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Moya C.,Okun N.,7.0,168.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.14,5.25,1.17,4.67,1.1,4.5,1.148,6.0
2,Chennai,TATA Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Mantilla F.,Vacek J.,22.0,129.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.65,2.2,1.71,2.05,1.6,1.9,1.69,2.27
2,Chennai,TATA Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Carlsen K.,Mathieu P.H.,108.0,83.0,6.0,2.0,1.0,0.0,,,,,,,1.0,0.0,Retired,2.2,1.615,2.15,1.65,2.15,1.6,2.1,1.5,2.3,1.676
2,Chennai,TATA Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Robredo T.,Tursunov D.,21.0,98.0,7.0,5.0,6.0,7.0,6,4.0,,,,,2.0,1.0,Completed,1.4,2.75,1.45,2.65,1.42,2.65,1.35,2.5,1.529,2.69
2,Chennai,TATA Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Ascione T.,Nadal R.,102.0,49.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.85,1.4,2.53,1.48,2.5,1.35,2.9,1.465
2,Chennai,TATA Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Lisnard J.R.,Dupuis A.,97.0,78.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.727,2.0,1.75,1.85,1.85,1.85,1.65,2.0,1.862
2,Chennai,TATA Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Levy H.,11.0,111.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.14,5.25,1.17,4.67,1.15,3.8,1.182,5.25
2,Chennai,TATA Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Andreev I.,Ferrer D.,88.0,71.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.727,1.95,1.8,1.8,1.95,1.9,1.6,1.943,1.909
2,Chennai,TATA Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Robredo T.,Carlsen K.,21.0,108.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.6,2.25,1.6,2.25,1.45,2.2,1.602,2.48
2,Chennai,TATA Open,2004-01-08,International,Outdoor,Hard,2nd Round,3,Ascione T.,Amritraj P.,102.0,280.0,3.0,6.0,6.0,1.0,6,2.0,,,,,2.0,1.0,Completed,1.286,3.5,1.28,3.5,1.3,3.2,1.25,3.0,1.323,3.65
2,Chennai,TATA Open,2004-01-08,International,Outdoor,Hard,2nd Round,3,Moya C.,Goldstein P.,7.0,107.0,3.0,6.0,7.0,6.0,6,4.0,,,,,2.0,1.0,Completed,1.2,4.333,1.2,4.25,1.23,3.89,1.2,3.3,1.211,5.05
2,Chennai,TATA Open,2004-01-08,International,Outdoor,Hard,2nd Round,3,Mantilla F.,van Lottum J.,22.0,92.0,6.0,7.0,6.0,4.0,6,4.0,,,,,2.0,1.0,Completed,1.533,2.375,1.55,2.4,1.55,2.35,1.55,2.0,1.599,2.49
2,Chennai,TATA Open,2004-01-08,International,Outdoor,Hard,2nd Round,3,Schalken S.,Knowle J.,18.0,164.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.14,5.25,1.17,4.67,1.15,3.8,1.148,6.25
2,Chennai,TATA Open,2004-01-09,International,Outdoor,Hard,Quarterfinals,3,Srichaphan P.,Andreev I.,11.0,88.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.22,4.1,1.25,3.75,1.2,3.3,1.263,4.2
2,Chennai,TATA Open,2004-01-09,International,Outdoor,Hard,Quarterfinals,3,Schalken S.,Mantilla F.,18.0,22.0,6.0,2.0,4.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.444,2.625,1.5,2.5,1.42,2.75,1.4,2.3,1.552,2.63
2,Chennai,TATA Open,2004-01-09,International,Outdoor,Hard,Quarterfinals,3,Moya C.,Ascione T.,7.0,102.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.222,4.0,1.25,3.75,1.3,3.2,1.25,3.0,1.278,4.1
2,Chennai,TATA Open,2004-01-09,International,Outdoor,Hard,Quarterfinals,3,Robredo T.,Lisnard J.R.,21.0,97.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.36,3.0,1.4,2.85,1.25,3.0,1.37,3.3
2,Chennai,TATA Open,2004-01-10,International,Outdoor,Hard,Semifinals,3,Srichaphan P.,Robredo T.,11.0,21.0,1.0,6.0,7.0,6.0,7,5.0,,,,,2.0,1.0,Completed,1.4,2.75,1.45,2.65,1.48,2.53,1.45,2.2,1.526,2.7
2,Chennai,TATA Open,2004-01-10,International,Outdoor,Hard,Semifinals,3,Moya C.,Schalken S.,7.0,18.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.6,2.25,1.5,2.45,1.6,1.9,1.667,2.34
2,Chennai,TATA Open,2004-01-11,International,Outdoor,Hard,The Final,3,Moya C.,Srichaphan P.,7.0,11.0,6.0,4.0,3.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.667,2.1,1.7,2.1,1.85,1.9,1.55,2.0,,
3,Doha,Qatar Exxon Mobil Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Heuberger I.,Khalfan S.,155.0,1032.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
3,Doha,Qatar Exxon Mobil Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Sargsian S.,Carraz G.,39.0,67.0,3.0,6.0,6.0,0.0,6,3.0,,,,,2.0,1.0,Completed,1.571,2.25,1.67,2.15,1.7,2.1,1.6,1.9,1.746,2.18
3,Doha,Qatar Exxon Mobil Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Youzhny M.,Schuettler R.,43.0,6.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.875,1.364,2.85,1.4,2.85,1.4,2.5,1.35,3.25,1.385
3,Doha,Qatar Exxon Mobil Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Ulihrach B.,Kiefer N.,246.0,58.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.1,1.7,2.1,1.65,2.2,1.45,2.21,1.719
3,Doha,Qatar Exxon Mobil Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Arazi H.,Enqvist T.,52.0,96.0,7.0,6.0,2.0,6.0,6,3.0,,,,,2.0,1.0,Completed,2.1,1.667,1.95,1.8,1.85,1.9,1.75,1.75,2.06,1.82
3,Doha,Qatar Exxon Mobil Open,2004-01-05,International,Outdoor,Hard,1st Round,3,Henman T.,Sanchez D.,15.0,50.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.083,7.0,1.14,5.25,1.1,6.25,1.1,4.5,1.131,6.85
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Grosjean S.,Hantschk M.,10.0,177.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.18,4.5,1.15,4.9,1.15,3.8,1.2,5.0
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Chela J.I.,Rochus O.,38.0,48.0,1.0,6.0,6.0,3.0,7,5.0,,,,,2.0,1.0,Completed,1.533,2.375,1.55,2.4,1.48,2.53,1.4,2.3,1.513,2.75
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Calleri A.,Volandri F.,24.0,47.0,6.0,4.0,4.0,6.0,6,4.0,,,,,2.0,1.0,Completed,1.333,3.0,1.35,3.1,1.35,3.1,1.35,2.5,1.392,3.25
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Soderling R.,Gambill J.M.,60.0,51.0,6.0,7.0,6.0,3.0,6,3.0,,,,,2.0,1.0,Completed,2.0,1.727,2.0,1.75,1.95,1.8,2.0,1.55,1.952,1.901
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Ljubicic I.,Massu N.,42.0,12.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.833,1.833,1.75,2.0,1.7,2.1,1.75,1.75,1.885,1.971
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Escude N.,El Aynaoui Y.,114.0,14.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.25,1.6,2.0,1.75,1.8,1.7,2.22,1.725
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Roddick A.,Davydenko N.,1.0,44.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.063,8.0,1.16,5.0,1.15,5.2,1.1,4.5,1.143,6.25
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Koubek S.,Philippoussis M.,53.0,9.0,3.0,6.0,6.0,1.0,6,4.0,,,,,2.0,1.0,Completed,2.875,1.364,2.85,1.4,3.1,1.35,2.7,1.3,3.25,1.392
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Stepanek R.,30.0,46.0,6.0,3.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.667,2.1,1.85,1.9,1.85,1.9,1.65,1.85,1.885,1.971
3,Doha,Qatar Exxon Mobil Open,2004-01-06,International,Outdoor,Hard,1st Round,3,Lee H.T.,Voltchkov V.,56.0,120.0,1.0,2.0,,,,,,,,,0.0,0.0,Retired,1.833,1.833,1.75,2.0,1.95,1.8,1.8,1.7,1.855,2.01
3,Doha,Qatar Exxon Mobil Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Sargsian S.,Youzhny M.,39.0,43.0,3.0,6.0,6.0,3.0,6,2.0,,,,,2.0,1.0,Completed,1.909,1.8,1.95,1.8,1.9,1.85,1.9,1.6,1.901,1.952
3,Doha,Qatar Exxon Mobil Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Escude N.,Heuberger I.,114.0,155.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.286,3.5,1.25,3.75,1.25,3.75,1.25,3.0,1.294,3.9
3,Doha,Qatar Exxon Mobil Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Grosjean S.,Ulihrach B.,10.0,246.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.333,3.25,1.33,3.15,1.3,3.35,1.35,2.5,1.345,3.45
3,Doha,Qatar Exxon Mobil Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Bjorkman J.,Roddick A.,30.0,1.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.167,3.75,1.25,4.25,1.2,3.3,1.2,4.25,1.256
3,Doha,Qatar Exxon Mobil Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Calleri A.,Arazi H.,24.0,52.0,4.0,6.0,6.0,4.0,7,5.0,,,,,2.0,1.0,Completed,2.1,1.667,2.1,1.7,1.85,1.9,1.7,1.8,2.1,1.794
3,Doha,Qatar Exxon Mobil Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Lee H.T.,Koubek S.,56.0,53.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.375,1.533,2.4,1.55,2.45,1.5,2.1,1.5,2.48,1.602
3,Doha,Qatar Exxon Mobil Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Henman T.,Chela J.I.,15.0,38.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.65,1.4,2.85,1.4,2.3,1.513,2.72
3,Doha,Qatar Exxon Mobil Open,2004-01-07,International,Outdoor,Hard,2nd Round,3,Ljubicic I.,Soderling R.,42.0,60.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.55,2.4,1.6,2.3,1.5,2.1,1.633,2.4
3,Doha,Qatar Exxon Mobil Open,2004-01-08,International,Outdoor,Hard,Quarterfinals,3,Escude N.,Lee H.T.,114.0,56.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.4,2.85,1.5,2.55,1.35,2.5,1.5,2.78
3,Doha,Qatar Exxon Mobil Open,2004-01-08,International,Outdoor,Hard,Quarterfinals,3,Calleri A.,Bjorkman J.,24.0,30.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.375,1.533,2.25,1.6,2.31,1.57,1.9,1.6,2.43,1.621
3,Doha,Qatar Exxon Mobil Open,2004-01-08,International,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Grosjean S.,42.0,10.0,6.0,3.0,5.0,7.0,6,4.0,,,,,2.0,1.0,Completed,2.5,1.5,2.4,1.55,2.35,1.55,2.0,1.55,2.48,1.602
3,Doha,Qatar Exxon Mobil Open,2004-01-08,International,Outdoor,Hard,Quarterfinals,3,Henman T.,Sargsian S.,15.0,39.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.28,3.5,1.3,3.35,1.3,2.7,1.328,3.6
3,Doha,Qatar Exxon Mobil Open,2004-01-09,International,Outdoor,Hard,Semifinals,3,Escude N.,Calleri A.,114.0,24.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.57,2.35,1.55,2.35,1.5,2.1,1.641,2.4
3,Doha,Qatar Exxon Mobil Open,2004-01-09,International,Outdoor,Hard,Semifinals,3,Ljubicic I.,Henman T.,42.0,15.0,7.0,6.0,3.0,6.0,7,6.0,,,,,2.0,1.0,Completed,2.75,1.4,2.5,1.5,2.85,1.4,2.1,1.5,2.8,1.488
3,Doha,Qatar Exxon Mobil Open,2004-01-10,International,Outdoor,Hard,The Final,3,Escude N.,Ljubicic I.,114.0,42.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.67,2.15,1.6,2.25,1.6,1.9,1.629,2.43
4,Auckland,Heineken Open,2004-01-11,International,Outdoor,Hard,1st Round,3,Sanchez D.,Gambill J.M.,49.0,61.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-12,International,Outdoor,Hard,1st Round,3,Novak J.,Malisse X.,14.0,53.0,7.0,6.0,6.0,7.0,6,3.0,,,,,2.0,1.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-12,International,Outdoor,Hard,1st Round,3,Sluiter R.,Gonzalez F.,58.0,35.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-12,International,Outdoor,Hard,1st Round,3,Carraz G.,Beck K.,65.0,62.0,6.0,4.0,6.0,7.0,6,3.0,,,,,2.0,1.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-12,International,Outdoor,Hard,1st Round,3,Coria G.,Kiefer N.,5.0,57.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-12,International,Outdoor,Hard,1st Round,3,Santoro F.,Nieminen J.,64.0,37.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.4,1.55,2.6,1.45,2.2,1.45,2.5,1.595
4,Auckland,Heineken Open,2004-01-12,International,Outdoor,Hard,1st Round,3,Gaudio G.,Stepanek R.,34.0,43.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,1.5,2.5,1.55,2.35,1.35,2.5,1.613,2.45
