WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
1,Auckland,ASB Classic,2020-01-11,International,Outdoor,Hard,Semifinals,3,Williams S.,Anisimova A.,10.0,25.0,3935.0,1734.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.2,1.4,3.27,1.41,3.27,1.36,3.1
1,Auckland,ASB Classic,2020-01-12,International,Outdoor,Hard,The Final,3,Williams S.,Pegula J.,10.0,82.0,3935.0,743.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.5,1.14,7.14,1.18,7.14,1.13,5.86
2,Brisbane,Brisbane International,2020-01-06,Premier,Outdoor,Hard,1st Round,3,Strycova B.,Konta J.,31.0,12.0,1462.0,2825.0,6.0,2.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,2.62,1.44,2.76,1.5,2.8,1.53,2.64,1.48
2,Brisbane,Brisbane International,2020-01-06,Premier,Outdoor,Hard,1st Round,3,Kenin S.,Sevastova A.,14.0,30.0,2740.0,1518.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.62,1.44,2.97,1.5,3.05,1.44,2.78
2,Brisbane,Brisbane International,2020-01-06,Premier,Outdoor,Hard,1st Round,3,Riske A.,Muchova K.,19.0,21.0,2085.0,1846.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.5,2.76,1.5,2.91,1.57,2.56,1.5
2,Brisbane,Brisbane International,2020-01-06,Premier,Outdoor,Hard,1st Round,3,Stosur S.,Kerber A.,98.0,18.0,683.0,2175.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,3.75,1.25,4.47,1.24,4.6,1.28,3.96,1.24
2,Brisbane,Brisbane International,2020-01-06,Premier,Outdoor,Hard,1st Round,3,Tomljanovic A.,Hon P.,54.0,122.0,1045.0,500.0,6.0,2.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.4,2.75,1.47,2.85,1.5,3.35,1.44,2.74
2,Brisbane,Brisbane International,2020-01-06,Premier,Outdoor,Hard,1st Round,3,Collins D.,Svitolina E.,27.0,5.0,1566.0,5075.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,6.0,1.12,5.71,1.17,6.35,1.18,5.56,1.14
2,Brisbane,Brisbane International,2020-01-07,Premier,Outdoor,Hard,1st Round,3,Keys M.,Bouzkova M.,13.0,60.0,2767.0,967.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,1.42,3.09,1.45,3.1,1.4,2.92
2,Brisbane,Brisbane International,2020-01-07,Premier,Outdoor,Hard,1st Round,3,Samsonova L.,Stephens S.,129.0,24.0,475.0,1737.0,6.0,4.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,2.2,1.61,2.4,1.63,2.6,1.66,2.35,1.58
2,Brisbane,Brisbane International,2020-01-07,Premier,Outdoor,Hard,1st Round,3,Putintseva Y.,Vekic D.,32.0,20.0,1460.0,2080.0,6.0,3.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,2.37,1.53,2.35,1.65,2.45,1.69,2.37,1.58
2,Brisbane,Brisbane International,2020-01-07,Premier,Outdoor,Hard,1st Round,3,Osaka N.,Sakkari M.,4.0,23.0,5311.0,1820.0,6.0,2.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.28,3.5,1.35,3.46,1.36,3.85,1.31,3.41
2,Brisbane,Brisbane International,2020-01-07,Premier,Outdoor,Hard,1st Round,3,Kontaveit A.,Hsieh S.W.,26.0,33.0,1575.0,1450.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.66,2.1,1.75,2.18,1.81,2.4,1.69,2.15
2,Brisbane,Brisbane International,2020-01-07,Premier,Outdoor,Hard,1st Round,3,Bertens K.,Yastremska D.,9.0,22.0,4245.0,1825.0,6.0,4.0,1.0,6.0,6.0,3.0,2.0,1.0,Completed,1.72,2.0,1.79,2.12,1.89,2.25,1.76,2.04
2,Brisbane,Brisbane International,2020-01-07,Premier,Outdoor,Hard,1st Round,3,Kvitova P.,Pavlyuchenkova A.,7.0,29.0,4721.0,1531.0,2.0,6.0,6.0,1.0,6.0,0.0,2.0,1.0,Completed,1.4,2.75,1.44,2.99,1.49,3.0,1.41,2.89
2,Brisbane,Brisbane International,2020-01-07,Premier,Outdoor,Hard,1st Round,3,Brady J.,Sharapova M.,53.0,147.0,1047.0,406.0,3.0,6.0,6.0,1.0,7.0,6.0,2.0,1.0,Completed,2.0,1.72,1.94,1.94,2.13,1.95,1.95,1.85
2,Brisbane,Brisbane International,2020-01-08,Premier,Outdoor,Hard,2nd Round,3,Riske A.,Strycova B.,19.0,31.0,2085.0,1462.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.5,1.54,2.66,1.66,2.7,1.57,2.39
2,Brisbane,Brisbane International,2020-01-08,Premier,Outdoor,Hard,2nd Round,3,Collins D.,Putintseva Y.,27.0,32.0,1566.0,1460.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.9,1.8,2.12,1.81,2.12,1.87,2.01,1.79
2,Brisbane,Brisbane International,2020-01-08,Premier,Outdoor,Hard,2nd Round,3,Keys M.,Stosur S.,13.0,98.0,2767.0,683.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.26,4.39,1.37,4.6,1.24,4.01
2,Brisbane,Brisbane International,2020-01-09,Premier,Outdoor,Hard,2nd Round,3,Brady J.,Barty A.,53.0,1.0,1047.0,7851.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,4.5,1.18,4.9,1.22,4.9,1.24,4.46,1.2
2,Brisbane,Brisbane International,2020-01-09,Premier,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Tomljanovic A.,2.0,54.0,5525.0,1045.0,6.0,4.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.22,4.0,1.25,4.43,1.27,4.5,1.23,4.16
2,Brisbane,Brisbane International,2020-01-09,Premier,Outdoor,Hard,2nd Round,3,Kvitova P.,Samsonova L.,7.0,129.0,4721.0,475.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.16,5.0,1.18,5.67,1.21,5.8,1.17,5.04
2,Brisbane,Brisbane International,2020-01-09,Premier,Outdoor,Hard,2nd Round,3,Osaka N.,Kenin S.,4.0,14.0,5311.0,2740.0,6.0,7.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.53,2.37,1.58,2.55,1.62,2.55,1.55,2.44
2,Brisbane,Brisbane International,2020-01-09,Premier,Outdoor,Hard,2nd Round,3,Bertens K.,Kontaveit A.,9.0,26.0,4245.0,1575.0,6.0,3.0,2.0,6.0,7.0,5.0,2.0,1.0,Completed,1.72,2.0,1.69,2.3,1.82,2.3,1.71,2.11
2,Brisbane,Brisbane International,2020-01-10,Premier,Outdoor,Hard,Quarterfinals,3,Keys M.,Collins D.,13.0,27.0,2767.0,1566.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.72,2.1,1.72,2.27,1.76,2.27,1.7,2.13
2,Brisbane,Brisbane International,2020-01-10,Premier,Outdoor,Hard,Quarterfinals,3,Kvitova P.,Brady J.,7.0,53.0,4721.0,1047.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.48,2.88,1.49,2.9,1.44,2.76
2,Brisbane,Brisbane International,2020-01-10,Premier,Outdoor,Hard,Quarterfinals,3,Osaka N.,Bertens K.,4.0,9.0,5311.0,4245.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.36,3.2,1.43,3.12,1.44,3.2,1.38,3.02
2,Brisbane,Brisbane International,2020-01-10,Premier,Outdoor,Hard,Quarterfinals,3,Pliskova Ka.,Riske A.,2.0,19.0,5525.0,2085.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.2,1.35,3.52,1.44,3.6,1.33,3.28
2,Brisbane,Brisbane International,2020-01-11,Premier,Outdoor,Hard,Semifinals,3,Keys M.,Kvitova P.,13.0,7.0,2767.0,4721.0,3.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,2.1,1.72,2.2,1.77,2.23,1.8,2.13,1.71
2,Brisbane,Brisbane International,2020-01-11,Premier,Outdoor,Hard,Semifinals,3,Pliskova Ka.,Osaka N.,2.0,4.0,5525.0,5311.0,6.0,7.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,2.5,1.53,2.5,1.61,2.53,1.65,2.39,1.57
2,Brisbane,Brisbane International,2020-01-12,Premier,Outdoor,Hard,The Final,3,Pliskova Ka.,Keys M.,2.0,13.0,5525.0,2767.0,6.0,4.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.8,2.0,1.87,2.07,1.92,2.16,1.8,2.01
3,Shenzhen,Shenzhen Open,2020-01-05,International,Outdoor,Hard,1st Round,3,Mertens E.,Tsurenko L.,17.0,119.0,2290.0,538.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.18,4.5,1.23,4.67,1.24,4.8,1.2,4.47
3,Shenzhen,Shenzhen Open,2020-01-05,International,Outdoor,Hard,1st Round,3,Wang Xiy.,Cirstea S.,140.0,74.0,430.0,778.0,3.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,2.1,1.66,2.16,1.76,2.2,1.83,2.09,1.73
3,Shenzhen,Shenzhen Open,2020-01-05,International,Outdoor,Hard,1st Round,3,Bondarenko K.,Doi M.,1168.0,80.0,6.0,754.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.62,1.44,2.87,1.47,2.9,1.5,2.72,1.45
3,Shenzhen,Shenzhen Open,2020-01-05,International,Outdoor,Hard,1st Round,3,Alexandrova E.,Siniakova K.,34.0,55.0,1425.0,1020.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.5,1.55,2.6,1.57,2.66,1.52,2.5
3,Shenzhen,Shenzhen Open,2020-01-05,International,Outdoor,Hard,1st Round,3,Zhang S.,Linette M.,38.0,43.0,1355.0,1320.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.66,2.1,1.72,2.22,1.72,2.4,1.64,2.23
3,Shenzhen,Shenzhen Open,2020-01-05,International,Outdoor,Hard,1st Round,3,Wang Yaf.,Sorribes Tormo S.,50.0,90.0,1105.0,708.0,1.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.4,2.75,1.5,2.75,1.51,2.85,1.46,2.68
3,Shenzhen,Shenzhen Open,2020-01-06,International,Outdoor,Hard,1st Round,3,Sabalenka A.,Gasparyan M.,11.0,103.0,2940.0,661.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.25,3.75,1.24,4.45,1.27,4.45,1.23,4.06
3,Shenzhen,Shenzhen Open,2020-01-06,International,Outdoor,Hard,1st Round,3,Rogers S.,Gibbs N.,174.0,124.0,351.0,494.0,6.0,3.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,2.1,1.66,2.19,1.75,2.25,1.77,2.17,1.67
3,Shenzhen,Shenzhen Open,2020-01-06,International,Outdoor,Hard,1st Round,3,Rybakina E.,Zheng S.,36.0,40.0,1401.0,1350.0,6.0,2.0,1.0,6.0,6.0,2.0,2.0,1.0,Completed,1.83,1.83,2.03,1.87,2.05,1.92,1.96,1.83
3,Shenzhen,Shenzhen Open,2020-01-06,International,Outdoor,Hard,1st Round,3,Muguruza G.,Wang Xin.,35.0,153.0,1412.0,384.0,3.0,6.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,1.28,3.5,1.3,3.82,1.33,4.0,1.28,3.63
3,Shenzhen,Shenzhen Open,2020-01-06,International,Outdoor,Hard,1st Round,3,Pliskova Kr.,Begu I.,66.0,101.0,858.0,669.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.9,1.8,1.89,2.0,1.94,2.08,1.87,1.92
3,Shenzhen,Shenzhen Open,2020-01-06,International,Outdoor,Hard,1st Round,3,Sasnovich A.,Friedsam A.L.,69.0,141.0,853.0,430.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.72,1.99,1.9,2.1,1.91,1.96,1.84
3,Shenzhen,Shenzhen Open,2020-01-06,International,Outdoor,Hard,1st Round,3,Wang Q.,Jabeur O.,28.0,81.0,1563.0,752.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.25,1.55,2.6,1.65,2.6,1.56,2.41
3,Shenzhen,Shenzhen Open,2020-01-06,International,Outdoor,Hard,1st Round,3,Peng S.,Zhu L.,108.0,71.0,613.0,845.0,6.0,2.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.83,1.83,1.91,1.98,1.98,2.0,1.88,1.91
3,Shenzhen,Shenzhen Open,2020-01-07,International,Outdoor,Hard,1st Round,3,Blinkova A.,Bencic B.,58.0,8.0,1007.0,4685.0,3.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,2.75,1.4,2.83,1.48,2.93,1.5,2.75,1.44
3,Shenzhen,Shenzhen Open,2020-01-07,International,Outdoor,Hard,1st Round,3,Diyas Z.,Duan Y.Y.,75.0,397.0,775.0,113.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4.0,1.23,4.69,1.25,4.8,1.22,4.28
3,Shenzhen,Shenzhen Open,2020-01-07,International,Outdoor,Hard,2nd Round,3,Bondarenko K.,Zhang S.,1168.0,38.0,6.0,1355.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,4.33,1.2,4.91,1.22,4.95,1.27,4.35,1.21
3,Shenzhen,Shenzhen Open,2020-01-07,International,Outdoor,Hard,2nd Round,3,Pliskova Kr.,Sabalenka A.,66.0,11.0,858.0,2940.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,4.0,1.22,4.93,1.22,5.0,1.24,4.43,1.2
3,Shenzhen,Shenzhen Open,2020-01-07,International,Outdoor,Hard,2nd Round,3,Mertens E.,Wang Xiy.,17.0,140.0,2290.0,430.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.18,4.5,1.2,5.21,1.22,5.21,1.19,4.68
3,Shenzhen,Shenzhen Open,2020-01-07,International,Outdoor,Hard,2nd Round,3,Rybakina E.,Wang Yaf.,36.0,50.0,1401.0,1105.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.83,1.83,1.97,1.93,1.97,2.0,1.87,1.92
3,Shenzhen,Shenzhen Open,2020-01-08,International,Outdoor,Hard,2nd Round,3,Diyas Z.,Blinkova A.,75.0,58.0,775.0,1007.0,6.0,1.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.9,1.8,1.98,1.93,2.2,1.95,1.99,1.81
3,Shenzhen,Shenzhen Open,2020-01-08,International,Outdoor,Hard,2nd Round,3,Muguruza G.,Rogers S.,35.0,174.0,1412.0,351.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.4,2.75,1.47,2.91,1.48,2.95,1.43,2.78
3,Shenzhen,Shenzhen Open,2020-01-08,International,Outdoor,Hard,2nd Round,3,Alexandrova E.,Peng S.,34.0,108.0,1425.0,613.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.62,1.46,2.94,1.5,4.1,1.44,2.77
3,Shenzhen,Shenzhen Open,2020-01-08,International,Outdoor,Hard,2nd Round,3,Wang Q.,Sasnovich A.,28.0,69.0,1563.0,853.0,6.0,4.0,0.0,6.0,7.0,6.0,2.0,1.0,Completed,1.57,2.25,1.73,2.24,1.73,2.3,1.65,2.21
3,Shenzhen,Shenzhen Open,2020-01-09,International,Outdoor,Hard,Quarterfinals,3,Muguruza G.,Diyas Z.,35.0,75.0,1412.0,775.0,6.0,4.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.44,2.75,1.54,2.69,1.54,2.86,1.48,2.62
3,Shenzhen,Shenzhen Open,2020-01-09,International,Outdoor,Hard,Quarterfinals,3,Alexandrova E.,Wang Q.,34.0,28.0,1425.0,1563.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.66,2.2,1.74,2.24,2.41,2.3,1.7,2.17
3,Shenzhen,Shenzhen Open,2020-01-09,International,Outdoor,Hard,Quarterfinals,3,Rybakina E.,Mertens E.,36.0,17.0,1401.0,2290.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,2.75,1.44,2.86,1.5,2.86,1.5,2.7,1.46
3,Shenzhen,Shenzhen Open,2020-01-09,International,Outdoor,Hard,Quarterfinals,3,Pliskova Kr.,Bondarenko K.,66.0,1168.0,858.0,6.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.2,1.74,2.26,1.77,2.61,1.67,2.2
3,Shenzhen,Shenzhen Open,2020-01-10,International,Outdoor,Hard,Semifinals,3,Alexandrova E.,Muguruza G.,34.0,35.0,1425.0,1412.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.8,2.0,1.84,2.1,1.88,2.1,1.8,2.0
3,Shenzhen,Shenzhen Open,2020-01-10,International,Outdoor,Hard,Semifinals,3,Rybakina E.,Pliskova Kr.,36.0,66.0,1401.0,858.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.57,2.37,1.65,2.43,1.67,2.43,1.59,2.34
3,Shenzhen,Shenzhen Open,2020-01-11,International,Outdoor,Hard,The Final,3,Alexandrova E.,Rybakina E.,34.0,36.0,1425.0,1401.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.3,1.66,2.4,1.66,2.45,1.61,2.3
4,Adelaide,Adelaide International,2020-01-13,Premier,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Kontaveit A.,31.0,29.0,1531.0,1575.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.53,2.34,1.66,2.52,1.67,2.34,1.59
4,Adelaide,Adelaide International,2020-01-13,Premier,Outdoor,Hard,1st Round,3,Tomljanovic A.,Putintseva Y.,52.0,37.0,1070.0,1415.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,2.44,1.61,2.44,1.65,2.34,1.58
4,Adelaide,Adelaide International,2020-01-13,Premier,Outdoor,Hard,1st Round,3,Vekic D.,Sevastova A.,20.0,32.0,2080.0,1518.0,4.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.8,1.9,1.9,1.98,1.95,2.03,1.85,1.93
4,Adelaide,Adelaide International,2020-01-13,Premier,Outdoor,Hard,1st Round,3,Bencic B.,Kasatkina D.,7.0,68.0,4605.0,880.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.65,2.37,1.73,2.61,1.65,2.23
4,Adelaide,Adelaide International,2020-01-13,Premier,Outdoor,Hard,1st Round,3,Collins D.,Sasnovich A.,27.0,99.0,1641.0,673.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.8,1.9,2.13,1.78,2.13,2.2,1.95,1.85
4,Adelaide,Adelaide International,2020-01-13,Premier,Outdoor,Hard,1st Round,3,Kenin S.,Golubic V.,15.0,78.0,2565.0,760.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.5,1.29,3.93,1.38,4.9,1.28,3.67
4,Adelaide,Adelaide International,2020-01-13,Premier,Outdoor,Hard,1st Round,3,Yastremska D.,Babos T.,24.0,86.0,1820.0,720.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.32,3.71,1.37,3.71,1.32,3.34
