WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,1st Round,3,King V.,Schultz McCarthy B.,75.0,207.0,388.5,138.5,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,2.1,1.66,2.15,1.66,2.15,1.65,2.31,1.709,2.22,1.63
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,1st Round,3,Cavaday N.,Bardina V.,243.0,61.0,106.75,440.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.8,1.9,1.8,1.95,,,1.794,2.16,1.8,1.96
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,1st Round,3,Molik A.,Bremond S.,71.0,34.0,392.75,619.25,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,1.5,2.5,1.5,2.5,1.585,2.61,1.53,2.44
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,1st Round,3,Chan Y.J.,Jackson J.,50.0,113.0,480.0,279.5,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.1,1.66,1.95,1.8,1.91,1.83,2.08,1.847,2.15,1.67
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,1st Round,3,Kerber A.,Poutchkova O.,85.0,32.0,366.25,646.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,2.75,1.4,2.7,1.43,2.8,1.4,2.86,1.498,2.7,1.44
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,1st Round,3,Paszek T.,Keothavong A.,55.0,169.0,451.75,180.0,2.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.16,4.5,1.14,5.25,1.15,5.0,1.19,5.77,1.17,4.8
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,2nd Round,3,Li N.,Shvedova Y.,18.0,81.0,1314.0,375.0,4.0,6.0,6.0,2.0,6.0,0.0,2.0,1.0,Completed,1.22,4,1.24,3.8,1.2,4.2,1.176,6.17,1.23,4.0
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,2nd Round,3,Daniilidou E.,Dellacqua C.,43.0,123.0,544.5,263.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.7,1.33,3.15,1.364,3.55,1.28,3.5
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,2nd Round,3,Kirilenko M.,Dechy N.,44.0,46.0,539.0,524.0,5.0,7.0,6.0,2.0,6.0,0.0,2.0,1.0,Completed,2.37,1.53,2.5,1.5,2.35,1.55,2.6,1.588,2.45,1.52
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,2nd Round,3,Likhovtseva E.,Radwanska A.,47.0,40.0,518.0,570.5,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,1.9,1.8,2.05,1.72,2.05,1.72,2.16,1.794,1.96,1.8
31,Birmingham,DFS Classic,2007-06-12,Tier 3,Outdoor,Grass,2nd Round,3,Hantuchova D.,Govortsova O.,13.0,159.0,1763.0,192.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5,1.15,5.0,1.1,6.25,1.1,9.0,1.14,5.3
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Jankovic J.,Pironkova T.,3.0,108.0,3115.0,289.75,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.02,12,1.06,9.0,1.03,11.0,1.045,18.0,1.05,10.0
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Santangelo M.,Mirza S.,30.0,42.0,785.0,546.0,6.0,3.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,1.61,2.2,1.58,2.3,1.63,2.2,1.571,2.65,1.61,2.25
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Fedak Y.,Sequera M.,129.0,54.0,248.75,453.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.9,1.8,2.1,1.69,1.91,1.83,2.02,1.893,1.88,1.88
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Paszek T.,Tu M.,55.0,35.0,451.75,618.25,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,2.2,1.61,2.2,1.63,2.4,1.53,2.73,1.546,2.15,1.67
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Vakulenko J.,Klepac A.,41.0,144.0,546.0,220.5,6.0,4.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.22,4,1.2,4.25,1.22,4.0,1.282,4.25,1.23,4.0
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Morita A.,Sugiyama A.,200.0,27.0,151.5,899.0,6.0,4.0,1.0,6.0,6.0,2.0,2.0,1.0,Completed,2.62,1.44,2.5,1.5,2.5,1.5,3.05,1.444,2.5,1.5
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Sharapova M.,Osterloh L.,2.0,120.0,3807.0,267.75,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.02,12,1.02,12.5,1.02,13.0,1.029,26.0,1.02,18.0
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Kerber A.,Rolle A.,85.0,119.0,366.25,269.5,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.61,2.2,1.69,2.1,1.67,2.12,1.806,2.14,1.7,2.1
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Bondarenko A.,Chan Y.J.,25.0,50.0,932.5,480.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.39,2.75,1.46,2.6,1.4,2.8,1.469,2.93,1.38,2.94
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,King V.,Molik A.,75.0,71.0,388.5,392.75,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.25,1.57,2.3,1.58,2.3,1.57,2.38,1.676,2.4,1.54
31,Birmingham,DFS Classic,2007-06-13,Tier 3,Outdoor,Grass,2nd Round,3,Bartoli M.,Cavaday N.,20.0,243.0,1083.0,106.75,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3,1.38,2.9,1.42,2.75,1.452,3.01,1.4,2.85
31,Birmingham,DFS Classic,2007-06-15,Tier 3,Outdoor,Grass,3rd Round,3,Jankovic J.,Kirilenko M.,3.0,44.0,3115.0,539.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.04,9,1.08,7.5,1.06,7.91,1.077,11.5,1.06,9.0
31,Birmingham,DFS Classic,2007-06-15,Tier 3,Outdoor,Grass,3rd Round,3,Li N.,Fedak Y.,18.0,129.0,1314.0,248.75,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5,1.17,4.65,1.17,4.65,1.187,5.85,1.18,4.6
31,Birmingham,DFS Classic,2007-06-15,Tier 3,Outdoor,Grass,3rd Round,3,Bondarenko A.,King V.,25.0,75.0,932.5,388.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3,1.4,2.85,1.4,2.8,1.422,3.17,1.37,3.0
31,Birmingham,DFS Classic,2007-06-15,Tier 3,Outdoor,Grass,3rd Round,3,Bartoli M.,Kerber A.,20.0,85.0,1083.0,366.25,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.36,3,1.38,2.9,1.42,2.75,1.452,3.01,1.4,2.85
31,Birmingham,DFS Classic,2007-06-15,Tier 3,Outdoor,Grass,3rd Round,3,Santangelo M.,Vakulenko J.,30.0,41.0,785.0,546.0,1.0,3.0,,,,,0.0,0.0,Retired,1.53,2.37,1.62,2.25,1.65,2.15,1.68,2.37,1.6,2.28
31,Birmingham,DFS Classic,2007-06-15,Tier 3,Outdoor,Grass,3rd Round,3,Likhovtseva E.,Morita A.,47.0,200.0,518.0,151.5,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.36,3,1.36,3.0,1.36,3.0,1.403,3.28,1.4,2.85
31,Birmingham,DFS Classic,2007-06-16,Tier 3,Outdoor,Grass,3rd Round,3,Sharapova M.,Paszek T.,2.0,55.0,3807.0,451.75,6.0,3.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.05,9,1.05,9.0,1.07,7.27,1.1,9.0,1.06,9.0
31,Birmingham,DFS Classic,2007-06-16,Tier 3,Outdoor,Grass,3rd Round,3,Hantuchova D.,Daniilidou E.,13.0,43.0,1763.0,544.5,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.28,3.5,1.28,3.46,1.309,3.94,1.28,3.5
31,Birmingham,DFS Classic,2007-06-16,Tier 3,Outdoor,Grass,Quarterfinals,3,Santangelo M.,Li N.,30.0,18.0,785.0,1314.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,3.0,1.36,2.6,1.46,2.8,1.4,3.2,1.417,2.75,1.42
31,Birmingham,DFS Classic,2007-06-16,Tier 3,Outdoor,Grass,Quarterfinals,3,Jankovic J.,Bondarenko A.,3.0,25.0,3115.0,932.5,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.7,1.22,4.0,1.237,4.82,1.25,3.75
31,Birmingham,DFS Classic,2007-06-16,Tier 3,Outdoor,Grass,Quarterfinals,3,Sharapova M.,Likhovtseva E.,2.0,47.0,3807.0,518.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.11,6,,,,,1.16,6.65,,
31,Birmingham,DFS Classic,2007-06-17,Tier 3,Outdoor,Grass,Quarterfinals,3,Bartoli M.,Hantuchova D.,20.0,13.0,1083.0,1763.0,5.0,7.0,6.0,4.0,7.0,5.0,2.0,1.0,Completed,2.75,1.4,,,,,2.71,1.552,,
31,Birmingham,DFS Classic,2007-06-17,Tier 3,Outdoor,Grass,Semifinals,3,Jankovic J.,Santangelo M.,3.0,30.0,3115.0,785.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,,,1.15,5.0,1.12,5.65,1.175,6.2,1.18,4.6
31,Birmingham,DFS Classic,2007-06-17,Tier 3,Outdoor,Grass,Semifinals,3,Sharapova M.,Bartoli M.,2.0,20.0,3807.0,1083.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.1,6.5,,,,,1.111,8.75,,
31,Birmingham,DFS Classic,2007-06-17,Tier 3,Outdoor,Grass,The Final,3,Jankovic J.,Sharapova M.,3.0,2.0,3115.0,3807.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,2.1,1.66,,,2.12,1.6,2.15,1.8,,
32,Eastbourne,International Women's Open,2007-06-18,Tier 2,Outdoor,Grass,1st Round,3,Safarova L.,Groenefeld A.L.,26.0,109.0,929.0,284.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.08,7,1.1,6.3,1.08,6.91,1.089,10.26,1.08,7.5
32,Eastbourne,International Women's Open,2007-06-18,Tier 2,Outdoor,Grass,1st Round,3,Vaidisova N.,Stosur S.,14.0,28.0,1749.0,855.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.25,3.75,1.25,3.7,1.22,4.0,1.285,4.21,1.28,3.55
32,Eastbourne,International Women's Open,2007-06-18,Tier 2,Outdoor,Grass,1st Round,3,South M.,Molik A.,204.0,74.0,148.0,401.75,1.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,5.5,1.12,6.0,1.11,5.65,1.12,7.25,1.146,5.1,1.15
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,Baltacha E.,Keothavong A.,412.0,179.0,46.0,172.5,6.0,2.0,2.0,6.0,7.0,6.0,2.0,1.0,Completed,1.57,2.25,1.58,2.3,1.55,2.35,1.714,2.3,1.64,2.2
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,Peer S.,Likhovtseva E.,16.0,49.0,1432.0,523.0,6.0,2.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,1.58,2.3,1.53,2.4,1.565,2.67,1.5,2.5
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,Nakamura A.,Rezai A.,85.0,60.0,372.5,450.5,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.65,1.5,2.5,1.588,2.6,1.6,2.28
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,Dechy N.,Morigami A.,48.0,62.0,524.0,445.5,6.0,4.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.39,2.75,1.33,3.15,1.36,3.0,1.391,3.36,1.37,3.0
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,Bartoli M.,Garbin T.,20.0,23.0,1118.0,987.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.25,3.75,1.2,4.25,1.25,3.75,1.333,3.7,1.25,3.8
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,Bammer S.,Kirilenko M.,22.0,43.0,1004.0,558.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.83,1.83,2.05,1.72,2.0,1.75,2.3,1.714,1.88,1.88
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,Santangelo M.,Sugiyama A.,29.0,27.0,820.0,898.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.4,2.8,1.45,2.65,1.556,2.7,1.5,2.5
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,O'brien K.,Bardina V.,188.0,64.0,160.0,440.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.25,1.55,2.35,1.55,2.35,1.592,2.59,1.56,2.36
32,Eastbourne,International Women's Open,2007-06-19,Tier 2,Outdoor,Grass,1st Round,3,Radwanska A.,Craybas J.,38.0,61.0,579.5,448.5,6.0,2.0,5.0,7.0,6.0,0.0,2.0,1.0,Completed,1.28,3.5,1.24,3.8,1.3,3.3,1.308,3.95,1.3,3.4
32,Eastbourne,International Women's Open,2007-06-20,Tier 2,Outdoor,Grass,2nd Round,3,Vaidisova N.,Baltacha E.,14.0,412.0,1749.0,46.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.03,11,1.05,10.0,1.04,9.25,1.05,16.0,1.04,11.0
32,Eastbourne,International Women's Open,2007-06-20,Tier 2,Outdoor,Grass,2nd Round,3,Bammer S.,Safarova L.,22.0,26.0,1004.0,929.0,7.0,6.0,5.0,7.0,6.0,3.0,2.0,1.0,Completed,1.83,1.83,2.1,1.69,1.83,1.91,2.04,1.877,1.92,1.84
32,Eastbourne,International Women's Open,2007-06-20,Tier 2,Outdoor,Grass,2nd Round,3,Henin J.,Radwanska A.,1.0,38.0,4419.0,579.5,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.02,12,1.07,8.0,1.05,8.5,1.071,12.03,1.05,10.0
32,Eastbourne,International Women's Open,2007-06-20,Tier 2,Outdoor,Grass,2nd Round,3,Peer S.,Nakamura A.,16.0,85.0,1432.0,372.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5,1.15,5.0,1.18,4.5,1.204,5.39,1.17,4.8
32,Eastbourne,International Women's Open,2007-06-20,Tier 2,Outdoor,Grass,2nd Round,3,Mauresmo A.,Santangelo M.,4.0,29.0,2795.0,820.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.33,3.15,1.3,3.3,1.351,3.65,1.35,3.1
32,Eastbourne,International Women's Open,2007-06-20,Tier 2,Outdoor,Grass,2nd Round,3,Petrova N.,Dechy N.,11.0,48.0,1772.0,524.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.62,1.53,2.4,1.5,2.5,1.546,2.73,1.54,2.4
32,Eastbourne,International Women's Open,2007-06-20,Tier 2,Outdoor,Grass,2nd Round,3,Dementieva E.,O'brien K.,12.0,188.0,1768.0,160.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.1,6.5,1.1,6.3,1.1,6.25,1.125,8.2,1.1,6.75
32,Eastbourne,International Women's Open,2007-06-20,Tier 2,Outdoor,Grass,2nd Round,3,Bartoli M.,South M.,20.0,204.0,1118.0,148.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.08,7,1.1,6.3,1.08,6.91,1.097,9.26,1.1,6.75
32,Eastbourne,International Women's Open,2007-06-21,Tier 2,Outdoor,Grass,Quarterfinals,3,Henin J.,Vaidisova N.,1.0,14.0,4419.0,1749.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5,1.15,5.0,1.12,5.65,1.161,6.6,1.16,5.0
32,Eastbourne,International Women's Open,2007-06-21,Tier 2,Outdoor,Grass,Quarterfinals,3,Petrova N.,Bammer S.,11.0,22.0,1772.0,1004.0,6.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.61,2.2,1.69,2.1,1.63,2.2,1.645,2.45,1.67,2.15
32,Eastbourne,International Women's Open,2007-06-21,Tier 2,Outdoor,Grass,Quarterfinals,3,Bartoli M.,Dementieva E.,20.0,12.0,1118.0,1768.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,2.1,1.66,1.95,1.8,2.05,1.72,2.15,1.8,2.0,1.77
32,Eastbourne,International Women's Open,2007-06-21,Tier 2,Outdoor,Grass,Quarterfinals,3,Mauresmo A.,Peer S.,4.0,16.0,2795.0,1432.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.7,1.19,3.89,1.263,4.5,1.25,3.8
32,Eastbourne,International Women's Open,2007-06-22,Tier 2,Outdoor,Grass,Semifinals,3,Henin J.,Bartoli M.,1.0,20.0,4419.0,1118.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10,1.03,12.0,1.04,9.25,1.049,16.5,1.04,11.0
32,Eastbourne,International Women's Open,2007-06-22,Tier 2,Outdoor,Grass,Semifinals,3,Mauresmo A.,Petrova N.,4.0,11.0,2795.0,1772.0,6.0,4.0,,,,,1.0,0.0,Retired,1.25,3.75,1.28,3.5,1.22,4.0,1.25,4.6,1.25,3.8
32,Eastbourne,International Women's Open,2007-06-23,Tier 2,Outdoor,Grass,The Final,3,Henin J.,Mauresmo A.,1.0,4.0,4419.0,2795.0,7.0,5.0,6.0,7.0,7.0,6.0,2.0,1.0,Completed,1.22,4.33,1.22,4.0,1.2,4.25,1.208,5.41,1.25,3.8
33,'s-Hertogenbosch,Ordina Open,2007-06-17,Tier 3,Outdoor,Grass,1st Round,3,Vinci R.,Bovina E.,53.0,1012.0,475.0,6.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,,,1.22,4.0,,,1.235,4.85,1.25,3.5
33,'s-Hertogenbosch,Ordina Open,2007-06-17,Tier 3,Outdoor,Grass,1st Round,3,Chakvetadze A.,Azarenka V.,8.0,52.0,2078.0,479.5,5.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,,,1.25,3.7,,,1.242,4.73,1.24,3.9
33,'s-Hertogenbosch,Ordina Open,2007-06-18,Tier 3,Outdoor,Grass,1st Round,3,Pennetta F.,Knapp K.,73.0,65.0,404.0,427.75,3.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.53,2.37,1.63,2.2,1.57,2.3,1.621,2.51,1.6,2.28
33,'s-Hertogenbosch,Ordina Open,2007-06-18,Tier 3,Outdoor,Grass,1st Round,3,Malek T.,Srebotnik K.,94.0,21.0,332.75,1028.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,4.0,1.22,3.8,1.24,4.25,1.2,4.34,1.275,4.0,1.23
33,'s-Hertogenbosch,Ordina Open,2007-06-18,Tier 3,Outdoor,Grass,1st Round,3,Krajicek M.,Dulko G.,33.0,35.0,638.0,608.75,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.36,3.0,1.33,3.15,1.351,3.65,1.3,3.4
33,'s-Hertogenbosch,Ordina Open,2007-06-18,Tier 3,Outdoor,Grass,1st Round,3,Shaughnessy M.,Lykina K.,36.0,732.0,606.0,14.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.12,5.65,1.1,6.25,1.108,8.25,1.1,6.5
33,'s-Hertogenbosch,Ordina Open,2007-06-18,Tier 3,Outdoor,Grass,1st Round,3,Bondarenko A.,Rus A.,25.0,,955.75,,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.03,10,1.03,12.0,1.04,9.25,1.05,16.0,1.03,12.0
33,'s-Hertogenbosch,Ordina Open,2007-06-18,Tier 3,Outdoor,Grass,1st Round,3,Vesnina E.,Medina Garrigues A.,68.0,24.0,418.75,958.0,7.0,6.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,1.95,1.8,2.0,1.75,2.03,1.885,1.97,1.8
33,'s-Hertogenbosch,Ordina Open,2007-06-18,Tier 3,Outdoor,Grass,1st Round,3,Daniilidou E.,Bremond S.,44.0,37.0,548.5,588.75,4.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.39,2.75,1.35,3.05,1.36,3.0,1.435,3.1,1.42,2.78
33,'s-Hertogenbosch,Ordina Open,2007-06-18,Tier 3,Outdoor,Grass,1st Round,3,Schiavone F.,Mirza S.,30.0,46.0,775.0,540.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,2.0,1.72,2.35,1.55,2.12,1.67,2.49,1.629,2.16,1.67
33,'s-Hertogenbosch,Ordina Open,2007-06-19,Tier 3,Outdoor,Grass,1st Round,3,Kerber A.,Chan Y.J.,84.0,50.0,376.25,489.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.1,1.66,2.15,1.66,1.95,1.8,2.18,1.781,1.96,1.8
33,'s-Hertogenbosch,Ordina Open,2007-06-19,Tier 3,Outdoor,Grass,1st Round,3,Safina D.,Pin C.,13.0,76.0,1764.0,393.25,6.0,3.0,5.0,7.0,6.0,3.0,2.0,1.0,Completed,1.1,6.5,1.1,6.3,1.08,6.91,1.129,8.05,1.12,6.0
33,'s-Hertogenbosch,Ordina Open,2007-06-19,Tier 3,Outdoor,Grass,1st Round,3,Hantuchova D.,Poutchkova O.,10.0,32.0,1773.0,646.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.06,9.0,1.07,7.27,1.099,9.13,1.09,7.0
33,'s-Hertogenbosch,Ordina Open,2007-06-19,Tier 3,Outdoor,Grass,1st Round,3,Tu M.,Kanepi K.,41.0,58.0,569.5,455.75,5.0,7.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,1.33,3.25,1.28,3.5,1.33,3.15,1.395,3.33,1.37,3.0
33,'s-Hertogenbosch,Ordina Open,2007-06-19,Tier 3,Outdoor,Grass,2nd Round,3,Ivanovic A.,Daniilidou E.,6.0,44.0,2544.0,548.5,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8,1.13,5.4,1.1,6.25,1.138,7.55,1.08,7.5
33,'s-Hertogenbosch,Ordina Open,2007-06-19,Tier 3,Outdoor,Grass,2nd Round,3,Bondarenko A.,Vinci R.,25.0,53.0,955.75,475.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.28,3.5,1.33,3.15,1.333,3.7,1.35,3.1
33,'s-Hertogenbosch,Ordina Open,2007-06-19,Tier 3,Outdoor,Grass,2nd Round,3,Pennetta F.,Malek T.,73.0,94.0,404.0,332.75,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.62,1.48,2.55,1.53,2.4,1.571,2.65,1.45,2.67
33,'s-Hertogenbosch,Ordina Open,2007-06-19,Tier 3,Outdoor,Grass,2nd Round,3,Chakvetadze A.,Schiavone F.,8.0,30.0,2078.0,775.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.22,4,1.25,3.7,1.22,4.0,1.303,4.0,1.23,4.0
33,'s-Hertogenbosch,Ordina Open,2007-06-20,Tier 3,Outdoor,Grass,2nd Round,3,Hantuchova D.,Shaughnessy M.,10.0,36.0,1773.0,606.0,3.0,6.0,6.0,3.0,5.0,3.0,1.0,1.0,Retired,1.16,4.5,1.18,4.5,1.18,4.5,1.215,5.25,1.17,4.8
33,'s-Hertogenbosch,Ordina Open,2007-06-20,Tier 3,Outdoor,Grass,2nd Round,3,Kerber A.,Vesnina E.,84.0,68.0,376.25,418.75,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.4,2.8,1.4,2.65,1.45,2.81,1.51,2.85,1.4
33,'s-Hertogenbosch,Ordina Open,2007-06-20,Tier 3,Outdoor,Grass,2nd Round,3,Safina D.,Krajicek M.,13.0,33.0,1764.0,638.0,6.0,4.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.72,2,1.66,2.15,1.75,2.0,1.909,2.0,1.85,1.91
33,'s-Hertogenbosch,Ordina Open,2007-06-20,Tier 3,Outdoor,Grass,2nd Round,3,Jankovic J.,Tu M.,3.0,41.0,3185.0,569.5,,,,,,,,,Walkover,1.04,10,1.05,10.0,1.05,8.5,1.05,16.0,1.08,7.25
33,'s-Hertogenbosch,Ordina Open,2007-06-21,Tier 3,Outdoor,Grass,Quarterfinals,3,Safina D.,Pennetta F.,13.0,73.0,1764.0,404.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.16,4.5,1.15,5.0,1.18,4.5,1.208,5.4,1.17,4.8
33,'s-Hertogenbosch,Ordina Open,2007-06-21,Tier 3,Outdoor,Grass,Quarterfinals,3,Jankovic J.,Bondarenko A.,3.0,25.0,3185.0,955.75,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.11,6.0,1.1,6.25,1.1,9.0,1.12,6.0
33,'s-Hertogenbosch,Ordina Open,2007-06-21,Tier 3,Outdoor,Grass,Quarterfinals,3,Chakvetadze A.,Kerber A.,8.0,84.0,2078.0,376.25,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7,1.11,6.0,,,1.111,8.75,1.09,7.0
33,'s-Hertogenbosch,Ordina Open,2007-06-21,Tier 3,Outdoor,Grass,Quarterfinals,3,Hantuchova D.,Ivanovic A.,10.0,6.0,1773.0,2544.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,3.75,1.25,3.5,1.28,3.75,1.25,4.19,1.287,3.7,1.26
33,'s-Hertogenbosch,Ordina Open,2007-06-22,Tier 3,Outdoor,Grass,Semifinals,3,Jankovic J.,Safina D.,3.0,13.0,3185.0,1764.0,6.0,3.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,1.11,6,1.12,5.65,1.1,6.25,1.125,8.2,1.14,5.3
33,'s-Hertogenbosch,Ordina Open,2007-06-22,Tier 3,Outdoor,Grass,Semifinals,3,Chakvetadze A.,Hantuchova D.,8.0,10.0,2078.0,1773.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.53,2.2,1.63,2.3,1.57,2.65,1.571,2.15,1.67
