WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
1,Auckland,ASB Classic,2015-01-06,International,Outdoor,Hard,1st Round,3,Erakovic M.,Puig M.,76,59.0,694,880.0,7.0,5.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.57,2.25,1.58,2.35,1.62,2.2,1.63,2.42,1.65,2.42,1.6,2.27
1,Auckland,ASB Classic,2015-01-06,International,Outdoor,Hard,2nd Round,3,Vandeweghe C.,Flipkens K.,38,49.0,1236,1040.0,6.0,1.0,6.0,7.0,7.0,5.0,2.0,1.0,Completed,1.4,2.75,1.45,2.7,1.5,2.5,1.47,2.89,1.53,2.91,1.46,2.65
1,Auckland,ASB Classic,2015-01-06,International,Outdoor,Hard,2nd Round,3,Vesnina E.,Konjuh A.,64,99.0,816,579.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.2,1.61,2.35,1.58,2.25,1.57,2.25,1.72,2.4,1.72,2.23,1.62
1,Auckland,ASB Classic,2015-01-07,International,Outdoor,Hard,2nd Round,3,Williams V.,Nara K.,19,45.0,2091,1098.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.18,4.5,1.2,4.3,1.17,4.5,1.24,4.59,1.24,4.66,1.2,4.24
1,Auckland,ASB Classic,2015-01-07,International,Outdoor,Hard,2nd Round,3,Goerges J.,Hradecka L.,75,153.0,700,346.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.4,2.75,1.42,2.8,1.44,2.62,1.46,2.94,1.5,2.94,1.43,2.73
1,Auckland,ASB Classic,2015-01-07,International,Outdoor,Hard,2nd Round,3,Radwanska U.,Hantuchova D.,179,62.0,291,841.0,1.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.9,1.8,1.82,1.9,1.83,1.83,1.86,2.05,1.91,2.07,1.83,1.93
1,Auckland,ASB Classic,2015-01-07,International,Outdoor,Hard,2nd Round,3,Zahlavova Strycova B.,Erakovic M.,26,76.0,1720,694.0,6.0,0.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.57,2.25,1.62,2.25,1.62,2.2,1.82,2.11,1.82,2.35,1.66,2.16
1,Auckland,ASB Classic,2015-01-07,International,Outdoor,Hard,2nd Round,3,Wozniacki C.,Townsend T.,8,103.0,4625,558.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.08,7.5,1.11,6.0,1.11,6.0,1.11,7.91,1.14,7.91,1.11,6.29
1,Auckland,ASB Classic,2015-01-07,International,Outdoor,Hard,2nd Round,3,Davis L.,Stephens S.,54,35.0,950,1343.0,1.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,3.5,1.28,3.5,1.28,3.5,1.29,3.35,1.38,3.6,1.38,3.35,1.31
1,Auckland,ASB Classic,2015-01-07,International,Outdoor,Hard,Quarterfinals,3,Zahlavova Strycova B.,Vandeweghe C.,26,38.0,1720,1236.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.72,2.0,1.7,2.1,1.67,2.1,1.87,2.05,1.91,2.15,1.73,2.05
1,Auckland,ASB Classic,2015-01-08,International,Outdoor,Hard,Quarterfinals,3,Wozniacki C.,Goerges J.,8,75.0,4625,700.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.5,1.2,4.3,1.17,4.5,1.19,5.69,1.25,5.69,1.19,4.51
1,Auckland,ASB Classic,2015-01-08,International,Outdoor,Hard,Quarterfinals,3,Williams V.,Vesnina E.,19,64.0,2091,816.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.22,4.0,1.25,3.75,1.27,4.35,1.28,4.35,1.24,3.93
1,Auckland,ASB Classic,2015-01-08,International,Outdoor,Hard,Quarterfinals,3,Davis L.,Radwanska U.,54,179.0,950,291.0,2.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.72,2.0,1.9,1.82,1.73,2.0,1.69,2.33,1.9,2.33,1.72,2.08
1,Auckland,ASB Classic,2015-01-09,International,Outdoor,Hard,Semifinals,3,Wozniacki C.,Zahlavova Strycova B.,8,26.0,4625,1720.0,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.2,4.5,1.22,4.0,1.22,4.33,1.25,4.5,1.25,4.7,1.22,4.12
1,Auckland,ASB Classic,2015-01-09,International,Outdoor,Hard,Semifinals,3,Williams V.,Davis L.,19,54.0,2091,950.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.33,1.25,3.75,1.25,4.0,1.22,4.96,1.25,4.96,1.21,4.22
1,Auckland,ASB Classic,2015-01-10,International,Outdoor,Hard,The Final,3,Williams V.,Wozniacki C.,19,8.0,2091,4625.0,2.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,2.1,1.72,2.0,1.8,2.0,1.8,2.29,1.71,2.29,1.87,2.06,1.75
2,Brisbane,Brisbane International,2015-01-04,Premier,Outdoor,Hard,1st Round,3,Tomljanovic A.,Jankovic J.,63,16.0,840,2590.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,4.0,1.22,4.0,1.22,4.33,1.2,4.06,1.28,4.4,1.29,3.93,1.24
2,Brisbane,Brisbane International,2015-01-04,Premier,Outdoor,Hard,1st Round,3,Svitolina E.,Rybarikova M.,28,48.0,1655,1046.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.44,2.62,1.43,3.01,1.47,3.3,1.41,2.8
2,Brisbane,Brisbane International,2015-01-04,Premier,Outdoor,Hard,1st Round,3,Kanepi K.,Petkovic A.,52,13.0,1000,2780.0,6.0,4.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,2.5,1.5,2.5,1.5,2.2,1.62,2.43,1.62,2.5,1.67,2.37,1.56
2,Brisbane,Brisbane International,2015-01-04,Premier,Outdoor,Hard,1st Round,3,Suarez Navarro C.,Pironkova T.,17,37.0,2415,1276.0,3.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.22,4.0,1.22,3.75,1.29,3.5,1.28,4.02,1.32,4.02,1.26,3.73
2,Brisbane,Brisbane International,2015-01-04,Premier,Outdoor,Hard,1st Round,3,Lepchenko V.,Stosur S.,34,21.0,1350,1950.0,4.0,6.0,6.0,4.0,7.0,5.0,2.0,1.0,Completed,3.0,1.36,2.9,1.4,2.75,1.4,3.09,1.42,3.13,1.43,2.9,1.39
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Keys M.,Cibulkova D.,30,11.0,1520,2953.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,1.9,1.82,1.83,1.83,2.01,1.88,2.01,1.95,1.88,1.86
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Gajdosova J.,Zhang S.,70,61.0,726,855.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.53,2.37,1.6,2.3,1.57,2.25,1.69,2.29,1.75,2.5,1.61,2.26
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Gavrilova D.,Riske A.,231,43.0,201,1175.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.66,2.2,1.65,2.25,1.57,2.33,1.67,2.38,1.72,2.19,1.65
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Shvedova Y.,Lisicki S.,66,27.0,782,1681.0,0.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,2.62,1.44,2.3,1.6,2.38,1.53,2.65,1.53,2.65,1.6,2.48,1.52
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Kudryavtseva A.,Mattek-Sands B.,100,177.0,576,293.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,,,,,2.3,1.68,2.3,1.68,2.22,1.64
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Kerber A.,Garcia C.,9,36.0,3480,1341.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.22,4.0,1.27,4.1,1.28,4.5,1.23,3.95
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Lucic M.,Mchale C.,60,51.0,867,1015.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,2.25,1.57,1.9,1.82,2.2,1.62,2.57,1.56,2.57,1.74,2.25,1.61
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Brengle M.,Tsurenko L.,91,88.0,605,614.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,1.6,2.3,1.67,2.1,1.71,2.25,1.71,2.3,1.66,2.16
2,Brisbane,Brisbane International,2015-01-05,Premier,Outdoor,Hard,1st Round,3,Pliskova Ka.,Azarenka V.,23,42.0,1830,1187.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,2.62,1.44,2.6,1.48,2.62,1.44,2.97,1.44,2.97,1.5,2.71,1.43
2,Brisbane,Brisbane International,2015-01-06,Premier,Outdoor,Hard,2nd Round,3,Kerber A.,Gavrilova D.,9,231.0,3480,201.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.2,4.33,1.22,4.0,1.17,4.5,1.27,4.22,1.27,4.6,1.21,4.22
2,Brisbane,Brisbane International,2015-01-06,Premier,Outdoor,Hard,2nd Round,3,Lepchenko V.,Keys M.,34,30.0,1350,1520.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.4,2.6,1.48,2.62,1.44,2.66,1.54,2.75,1.55,2.56,1.48
2,Brisbane,Brisbane International,2015-01-06,Premier,Outdoor,Hard,2nd Round,3,Svitolina E.,Tomljanovic A.,28,63.0,1655,840.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.4,2.75,1.42,2.8,1.4,2.75,1.41,3.18,1.45,3.18,1.39,2.87
2,Brisbane,Brisbane International,2015-01-06,Premier,Outdoor,Hard,2nd Round,3,Sharapova M.,Shvedova Y.,2,66.0,6865,782.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.12,6.0,1.16,5.0,1.17,4.5,1.16,6.2,1.17,6.2,1.14,5.27
2,Brisbane,Brisbane International,2015-01-07,Premier,Outdoor,Hard,2nd Round,3,Kudryavtseva A.,Pliskova Ka.,100,23.0,576,1830.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,4.33,1.2,4.0,1.22,4.0,1.22,4.58,1.24,4.63,1.25,4.09,1.22
2,Brisbane,Brisbane International,2015-01-07,Premier,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Lucic M.,17,60.0,2415,867.0,5.0,7.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.25,3.75,1.42,2.8,1.36,3.0,1.32,3.73,1.43,3.75,1.34,3.17
2,Brisbane,Brisbane International,2015-01-07,Premier,Outdoor,Hard,2nd Round,3,Kanepi K.,Brengle M.,52,91.0,1000,605.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.66,2.1,1.72,2.05,1.73,2.0,1.68,2.31,1.73,2.31,1.67,2.15
2,Brisbane,Brisbane International,2015-01-07,Premier,Outdoor,Hard,2nd Round,3,Ivanovic A.,Gajdosova J.,7,70.0,4640,726.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5.5,1.14,5.25,1.14,5.0,1.19,5.39,1.19,5.63,1.15,5.11
2,Brisbane,Brisbane International,2015-01-08,Premier,Outdoor,Hard,Quarterfinals,3,Svitolina E.,Kerber A.,28,9.0,1655,3480.0,4.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,2.62,1.44,2.6,1.48,2.5,1.5,2.74,1.53,2.75,1.54,2.6,1.47
2,Brisbane,Brisbane International,2015-01-08,Premier,Outdoor,Hard,Quarterfinals,3,Sharapova M.,Suarez Navarro C.,2,17.0,6865,2415.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.16,5.0,1.18,4.5,1.17,4.5,1.22,5.05,1.22,5.1,1.19,4.52
2,Brisbane,Brisbane International,2015-01-08,Premier,Outdoor,Hard,Quarterfinals,3,Lepchenko V.,Kudryavtseva A.,34,100.0,1350,576.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.33,3.4,1.33,3.2,1.33,3.25,1.35,3.55,1.37,3.58,1.32,3.25
2,Brisbane,Brisbane International,2015-01-08,Premier,Outdoor,Hard,Quarterfinals,3,Ivanovic A.,Kanepi K.,7,52.0,4640,1000.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.25,4.0,1.25,3.75,1.22,4.0,1.24,4.65,1.27,4.65,1.23,4.01
2,Brisbane,Brisbane International,2015-01-09,Premier,Outdoor,Hard,Semifinals,3,Ivanovic A.,Lepchenko V.,7,34.0,4640,1350.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.25,4.0,1.22,3.75,1.29,3.75,1.33,3.71,1.33,4.25,1.25,3.83
2,Brisbane,Brisbane International,2015-01-09,Premier,Outdoor,Hard,Semifinals,3,Sharapova M.,Svitolina E.,2,28.0,6865,1655.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.16,5.0,1.18,4.5,1.2,4.5,1.21,5.14,1.21,5.5,1.17,4.78
2,Brisbane,Brisbane International,2015-01-10,Premier,Outdoor,Hard,The Final,3,Sharapova M.,Ivanovic A.,2,7.0,6865,4640.0,6.0,7.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.36,3.25,1.3,3.4,1.36,3.25,1.42,3.18,1.42,3.5,1.34,3.2
3,Shenzhen,Shenzhen Open,2015-01-04,International,Outdoor,Hard,1st Round,3,Vikhlyantseva N.,Friedsam A.L.,584,93.0,36,601.0,2.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,3.25,1.33,3.25,1.33,,,3.18,1.4,3.25,1.44,3.03,1.36
3,Shenzhen,Shenzhen Open,2015-01-04,International,Outdoor,Hard,1st Round,3,Zheng S.,Dulgheru A.,97,82.0,581,652.0,7.0,5.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,2.1,1.66,2.05,1.72,2.0,1.73,2.0,1.89,2.1,1.92,1.96,1.8
3,Shenzhen,Shenzhen Open,2015-01-04,International,Outdoor,Hard,1st Round,3,Bacsinszky T.,Voegele S.,47,89.0,1048,610.0,6.0,1.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.33,3.25,1.4,2.85,1.4,2.75,1.32,3.66,1.41,3.66,1.36,3.0
3,Shenzhen,Shenzhen Open,2015-01-04,International,Outdoor,Hard,1st Round,3,Babos T.,Wang Q.,96,101.0,587,573.0,6.0,7.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,2.1,1.66,2.0,1.8,1.83,1.83,2.03,1.86,2.1,1.86,1.99,1.77
3,Shenzhen,Shenzhen Open,2015-01-04,International,Outdoor,Hard,1st Round,3,Diyas Z.,Vekic D.,32,81.0,1371,655.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.52,2.7,1.53,2.96,1.47,2.61
3,Shenzhen,Shenzhen Open,2015-01-04,International,Outdoor,Hard,1st Round,3,Schmiedlova A.,Koukalova K.,73,39.0,715,1215.0,6.0,3.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,2.0,1.72,2.15,1.68,2.25,1.57,2.07,1.83,2.25,1.83,2.05,1.72
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Knapp K.,Parmentier P.,53,79.0,985,681.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.33,3.2,1.36,3.0,1.32,3.7,1.38,3.7,1.33,3.19
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Zvonareva V.,Peng S.,250,22.0,180,1855.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,3.25,1.33,3.0,1.38,3.0,1.36,3.27,1.38,3.27,1.43,2.99,1.37
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Hercog P.,Niculescu M.,94,46.0,600,1070.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,3.0,1.36,2.9,1.4,2.75,1.4,3.01,1.43,3.05,1.44,2.84,1.4
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Smitkova T.,Govortsova O.,69,149.0,753,365.0,3.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.8,1.9,1.82,1.9,1.8,1.91,1.8,2.11,1.85,2.11,1.79,1.97
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Krunic A.,Zhu L.,84,132.0,640,418.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.33,3.25,1.35,3.1,1.4,2.75,1.37,3.36,1.4,3.36,1.35,3.09
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Halep S.,Beck A.,3,55.0,6292,915.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.14,5.5,1.14,5.25,1.12,5.5,1.17,5.81,1.17,5.86,1.14,5.29
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Jovanovski B.,Torro Flor M.T.,56,86.0,911,631.0,6.0,2.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.5,2.5,1.58,2.35,1.5,2.5,1.67,2.33,1.67,2.5,1.57,2.34
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Buyukakcay C.,Arruabarrena L.,136,85.0,401,633.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2.0,1.82,1.9,1.8,1.91,1.84,2.06,1.84,2.15,1.75,2.02
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Kvitova P.,Duan Y.Y.,4,117.0,5966,475.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.06,10.0,1.06,8.5,1.06,8.0,1.08,9.68,1.08,10.5,1.06,8.29
3,Shenzhen,Shenzhen Open,2015-01-05,International,Outdoor,Hard,1st Round,3,Siniakova K.,Begu I.,83,40.0,650,1201.0,6.0,7.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.9,1.8,2.0,1.8,1.83,1.83,2.1,1.81,2.1,1.91,1.94,1.81
3,Shenzhen,Shenzhen Open,2015-01-06,International,Outdoor,Hard,2nd Round,3,Zheng S.,Hercog P.,97,94.0,581,600.0,6.0,3.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,1.83,1.83,1.9,1.82,1.83,1.83,2.11,1.81,2.11,1.87,1.97,1.79
3,Shenzhen,Shenzhen Open,2015-01-06,International,Outdoor,Hard,2nd Round,3,Diyas Z.,Babos T.,32,96.0,1371,587.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.3,3.4,1.33,3.2,1.33,3.25,1.37,3.39,1.38,3.4,1.33,3.19
3,Shenzhen,Shenzhen Open,2015-01-06,International,Outdoor,Hard,2nd Round,3,Kvitova P.,Jovanovski B.,4,56.0,5966,911.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.06,10.0,1.08,7.5,1.08,7.0,1.08,10.1,1.1,10.1,1.07,8.05
3,Shenzhen,Shenzhen Open,2015-01-07,International,Outdoor,Hard,2nd Round,3,Zvonareva V.,Buyukakcay C.,250,136.0,180,401.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.4,2.75,1.48,2.6,1.44,2.62,1.48,2.88,1.48,2.88,1.43,2.72
3,Shenzhen,Shenzhen Open,2015-01-07,International,Outdoor,Hard,2nd Round,3,Bacsinszky T.,Knapp K.,47,53.0,1048,985.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,1.6,2.3,1.57,2.25,1.67,2.36,1.7,2.37,1.6,2.28
3,Shenzhen,Shenzhen Open,2015-01-07,International,Outdoor,Hard,2nd Round,3,Krunic A.,Schmiedlova A.,84,73.0,640,715.0,3.0,6.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,1.57,2.25,1.55,2.4,1.62,2.2,1.61,2.49,1.67,2.55,1.57,2.33
3,Shenzhen,Shenzhen Open,2015-01-07,International,Outdoor,Hard,2nd Round,3,Halep S.,Vikhlyantseva N.,3,584.0,6292,36.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.06,9.0,1.07,8.0,1.06,8.0,1.07,11.25,1.08,11.25,1.06,8.79
3,Shenzhen,Shenzhen Open,2015-01-07,International,Outdoor,Hard,2nd Round,3,Smitkova T.,Siniakova K.,69,83.0,753,650.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,2.2,1.61,2.2,1.65,2.0,1.73,2.29,1.7,2.3,1.73,2.16,1.66
3,Shenzhen,Shenzhen Open,2015-01-08,International,Outdoor,Hard,Quarterfinals,3,Zheng S.,Diyas Z.,97,32.0,581,1371.0,3.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,2.37,1.53,2.45,1.52,2.38,1.53,2.52,1.61,2.55,1.63,2.41,1.54
3,Shenzhen,Shenzhen Open,2015-01-08,International,Outdoor,Hard,Quarterfinals,3,Bacsinszky T.,Zvonareva V.,47,250.0,1048,180.0,3.0,2.0,,,,,0.0,0.0,Retired,1.57,2.37,1.58,2.35,1.53,2.38,1.62,2.49,1.65,2.5,1.58,2.33
3,Shenzhen,Shenzhen Open,2015-01-08,International,Outdoor,Hard,Quarterfinals,3,Halep S.,Krunic A.,3,84.0,6292,640.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,1.07,8.0,1.08,7.0,1.07,12.0,1.09,12.0,1.06,8.65
3,Shenzhen,Shenzhen Open,2015-01-08,International,Outdoor,Hard,Quarterfinals,3,Kvitova P.,Smitkova T.,4,69.0,5966,753.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.08,7.5,1.09,7.0,1.08,7.0,1.1,9.05,1.11,9.05,1.08,7.2
3,Shenzhen,Shenzhen Open,2015-01-09,International,Outdoor,Hard,Semifinals,3,Halep S.,Zheng S.,3,97.0,6292,581.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.1,7.0,1.1,6.25,1.11,6.5,1.1,8.88,1.12,8.88,1.09,7.05
