ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,1st Round,3,Coria G.,Schalken S.,6,60.0,,,6.0,0.0,6,3,,,,,,,2.0,0.0,Completed,1.3,3.2,1.33,3.2,1.35,3.1,1.3,2.7,1.35,3.46
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,1st Round,3,Luzzi F.,Monaco J.,224,82.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,2.2,1.61,,,2.25,1.6,1.9,1.6,2.48,1.595
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,1st Round,3,Rochus O.,Horna L.,58,39.0,,,6.0,3.0,6,1,,,,,,,2.0,0.0,Completed,1.66,2.1,1.7,2.1,1.78,1.97,1.4,2.3,1.758,2.12
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Nadal R.,20,50.0,,,6.0,3.0,,,,,,,,,1.0,0.0,Retired,1.66,2.1,1.7,2.1,1.75,2.0,1.7,1.8,1.73,2.17
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,1st Round,3,Chela J.I.,Garcia-Lopez G.,26,108.0,,,6.0,2.0,6,2,,,,,,,2.0,0.0,Completed,1.36,2.87,1.4,2.85,1.35,3.1,1.35,2.5,1.441,2.97
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,1st Round,3,Hernych J.,Ferrero J.C.,78,32.0,,,6.0,7.0,6,3,6,1,,,,,2.0,1.0,Completed,2.87,1.36,,,2.75,1.42,2.5,1.35,2.85,1.476
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,1st Round,3,Mello R.,Bjorkman J.,61,71.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,2.37,1.53,1.63,2.2,1.7,2.1,1.7,1.8,1.685,2.26
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,1st Round,3,Sluiter R.,Robredo T.,79,13.0,,,4.0,6.0,6,4,6,4,,,,,2.0,1.0,Completed,2.87,1.36,,,2.85,1.4,2.7,1.3,2.83,1.476
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,2nd Round,3,Coria G.,Saulnier C.,6,55.0,,,6.0,3.0,4,6,7,6,,,,,2.0,1.0,Completed,1.36,3.0,1.37,3.0,1.3,3.35,1.25,3.0,1.368,3.32
4,Auckland,Heineken Open,2005-01-11,International,Outdoor,Hard,2nd Round,3,Rochus O.,Luzzi F.,58,224.0,,,6.0,2.0,6,3,,,,,,,2.0,0.0,Completed,1.28,3.5,1.28,3.55,1.3,3.34,1.3,2.7,1.299,3.85
4,Auckland,Heineken Open,2005-01-12,International,Outdoor,Hard,2nd Round,3,Acasuso J.,Hrbaty D.,66,20.0,,,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,5.0,1.14,5.0,1.16,5.2,1.15,3.8,1.15,5.6,1.169
4,Auckland,Heineken Open,2005-01-12,International,Outdoor,Hard,2nd Round,3,Hernych J.,Martin A.,78,69.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,1.72,2.0,1.65,2.2,1.7,2.05,1.65,1.85,1.662,2.31
4,Auckland,Heineken Open,2005-01-12,International,Outdoor,Hard,2nd Round,3,Ginepri R.,Spadea V.,62,19.0,,,7.0,5.0,6,3,,,,,,,2.0,0.0,Completed,2.37,1.53,2.4,1.53,2.35,1.55,2.0,1.55,2.84,1.472
4,Auckland,Heineken Open,2005-01-12,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Mello R.,26,61.0,,,6.0,2.0,6,1,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.2,1.6,2.25,1.5,2.1,1.649,2.34
4,Auckland,Heineken Open,2005-01-12,International,Outdoor,Hard,2nd Round,3,Starace P.,Sluiter R.,73,79.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,3.0,1.36,2.6,1.45,2.53,1.48,2.5,1.35,2.79,1.495
4,Auckland,Heineken Open,2005-01-12,International,Outdoor,Hard,2nd Round,3,Gonzalez F.,Zabaleta M.,23,54.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.6,1.5,2.45,1.4,2.3,1.463,2.88
4,Auckland,Heineken Open,2005-01-12,International,Outdoor,Hard,Quarterfinals,3,Rochus O.,Coria G.,58,6.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,2.75,1.39,3.0,1.37,2.6,1.45,2.2,1.45,2.77,1.493
4,Auckland,Heineken Open,2005-01-13,International,Outdoor,Hard,Quarterfinals,3,Gonzalez F.,Ginepri R.,23,62.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.61,2.2,1.62,2.25,1.65,2.2,1.6,1.9,1.592,2.49
4,Auckland,Heineken Open,2005-01-13,International,Outdoor,Hard,Quarterfinals,3,Chela J.I.,Starace P.,26,73.0,,,6.0,1.0,7,5,,,,,,,2.0,0.0,Completed,1.25,3.75,1.28,3.55,1.3,3.35,1.25,3.0,1.333,3.55
4,Auckland,Heineken Open,2005-01-13,International,Outdoor,Hard,Quarterfinals,3,Hernych J.,Acasuso J.,78,66.0,,,6.0,4.0,7,5,,,,,,,2.0,0.0,Completed,1.61,2.2,1.57,2.35,1.58,2.28,1.5,2.1,1.578,2.53
4,Auckland,Heineken Open,2005-01-14,International,Outdoor,Hard,Semifinals,3,Gonzalez F.,Chela J.I.,23,26.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,1.83,1.83,1.83,1.93,1.91,1.83,1.7,1.9,1.885,1.935
4,Auckland,Heineken Open,2005-01-14,International,Outdoor,Hard,Semifinals,3,Rochus O.,Hernych J.,58,78.0,,,6.0,3.0,6,1,,,,,,,2.0,0.0,Completed,1.53,2.37,1.53,2.45,1.58,2.28,1.55,2.1,1.549,2.62
4,Auckland,Heineken Open,2005-01-15,International,Outdoor,Hard,The Final,3,Gonzalez F.,Rochus O.,23,58.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,1.61,2.2,1.6,2.35,1.53,2.4,1.6,2.0,1.685,2.26
5,Sydney,Medibank International,2005-01-10,International,Outdoor,Hard,1st Round,3,Verdasco F.,Berdych T.,36,44.0,,,3.0,6.0,6,4,7,5,,,,,2.0,1.0,Completed,2.1,1.66,2.1,1.7,2.12,1.67,1.85,1.65,2.27,1.68
5,Sydney,Medibank International,2005-01-10,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Ferrer D.,48,51.0,,,6.0,1.0,7,5,,,,,,,2.0,0.0,Completed,1.33,3.0,1.33,3.2,1.43,2.71,1.3,2.7,1.442,2.96
5,Sydney,Medibank International,2005-01-10,International,Outdoor,Hard,1st Round,3,Arthurs W.,Volandri F.,103,42.0,,,7.0,6.0,6,7,6,3,,,,,2.0,1.0,Completed,1.57,2.25,1.55,2.4,1.6,2.3,1.55,2.0,1.649,2.34
5,Sydney,Medibank International,2005-01-10,International,Outdoor,Hard,1st Round,3,Johansson T.,Mayer F.,31,38.0,,,6.0,2.0,7,6,,,,,,,2.0,0.0,Completed,1.57,2.25,1.67,2.15,1.65,2.2,1.6,1.9,1.625,2.4
5,Sydney,Medibank International,2005-01-10,International,Outdoor,Hard,1st Round,3,Nieminen J.,Melzer J.,87,33.0,,,6.0,3.0,7,5,,,,,,,2.0,0.0,Completed,2.62,1.44,2.65,1.45,2.83,1.39,2.2,1.45,2.66,1.538
5,Sydney,Medibank International,2005-01-10,International,Outdoor,Hard,1st Round,3,Lopez F.,Reid T.,24,159.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.28,3.25,1.28,3.55,1.35,3.1,1.25,3.0,1.355,3.42
5,Sydney,Medibank International,2005-01-10,International,Outdoor,Hard,1st Round,3,Fish M.,Soderling R.,37,35.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,2.0,1.72,1.95,1.8,2.05,1.75,1.75,1.75,2.31,1.662
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Clement A.,Zib T.,106,101.0,,,6.0,1.0,6,3,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.7,1.45,2.6,1.45,2.2,1.402,3.14
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Pavel A.,Bourgeois L.,17,532.0,,,7.0,6.0,7,5,,,,,,,2.0,0.0,Completed,1.14,5.0,1.12,5.5,1.15,5.5,1.15,3.8,1.143,6.3
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Llodra M.,Malisse X.,52,47.0,,,4.0,6.0,6,0,6,3,,,,,2.0,1.0,Completed,2.25,1.57,2.25,1.62,2.45,1.5,2.2,1.45,2.49,1.592
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Dent T.,Ventura S.,30,102.0,,,7.0,5.0,7,6,,,,,,,2.0,0.0,Completed,1.12,5.5,1.14,5.2,1.15,5.5,1.15,3.8,1.185,5.32
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Hewitt L.,Beck K.,3,43.0,,,6.0,1.0,6,2,,,,,,,2.0,0.0,Completed,1.1,6.5,1.08,7.4,1.1,6.25,1.1,4.5,1.101,8.3
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Johansson J.,Rusedski G.,11,45.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.55,1.5,2.45,1.45,2.2,1.565,2.57
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Andreev I.,Costa A.,53,46.0,,,6.0,1.0,6,4,,,,,,,2.0,0.0,Completed,1.8,1.9,1.85,1.92,0.0,1.87,1.8,1.7,1.885,1.935
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Minar I.,Davydenko N.,158,27.0,,,6.0,2.0,3,6,6,2,,,,,2.0,1.0,Completed,3.5,1.25,3.55,1.28,3.98,1.22,3.3,1.2,4.05,1.278
5,Sydney,Medibank International,2005-01-11,International,Outdoor,Hard,1st Round,3,Stepanek R.,Moya C.,34,5.0,,,2.0,6.0,6,4,6,2,,,,,2.0,1.0,Completed,3.2,1.3,2.85,1.4,2.8,1.4,2.7,1.3,2.92,1.461
5,Sydney,Medibank International,2005-01-12,International,Outdoor,Hard,2nd Round,3,Pavel A.,Nieminen J.,17,87.0,,,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.3,1.64,2.17,1.5,2.1,1.649,2.34
5,Sydney,Medibank International,2005-01-12,International,Outdoor,Hard,2nd Round,3,Dent T.,Fish M.,30,37.0,,,7.0,6.0,6,1,,,,,,,2.0,0.0,Completed,1.8,1.9,1.83,1.93,1.87,1.87,1.65,1.85,1.917,1.901
5,Sydney,Medibank International,2005-01-12,International,Outdoor,Hard,2nd Round,3,Minar I.,Verdasco F.,158,36.0,,,6.0,1.0,6,2,,,,,,,2.0,0.0,Completed,3.0,1.36,2.85,1.4,2.85,1.4,2.7,1.3,2.82,1.488
5,Sydney,Medibank International,2005-01-12,International,Outdoor,Hard,2nd Round,3,Lopez F.,Llodra M.,24,52.0,,,6.0,4.0,3,6,7,6,,,,,2.0,1.0,Completed,1.57,2.25,1.67,2.15,1.71,2.05,1.55,2.0,1.704,2.22
5,Sydney,Medibank International,2005-01-12,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Clement A.,3,106.0,,,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,1.07,7.5,1.07,8.0,1.13,5.5,1.1,4.5,1.111,7.8
5,Sydney,Medibank International,2005-01-12,International,Outdoor,Hard,2nd Round,3,Stepanek R.,Andreev I.,34,53.0,,,6.0,3.0,6,7,6,2,,,,,2.0,1.0,Completed,1.8,1.9,1.98,1.8,2.0,1.75,1.75,1.75,1.98,1.847
5,Sydney,Medibank International,2005-01-12,International,Outdoor,Hard,2nd Round,3,Johansson T.,Arthurs W.,31,103.0,,,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.33,3.25,1.3,3.4,1.26,3.59,1.35,2.5,1.318,3.69
5,Sydney,Medibank International,2005-01-12,International,Outdoor,Hard,2nd Round,3,Mirnyi M.,Johansson J.,48,11.0,,,4.0,1.0,,,,,,,,,0.0,0.0,Retired,2.75,1.39,2.7,1.45,2.92,1.37,2.3,1.4,3.06,1.415
5,Sydney,Medibank International,2005-01-13,International,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Lopez F.,34,24.0,,,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,2.0,1.72,2.0,1.7,1.95,1.8,1.85,1.65,2.02,1.82
5,Sydney,Medibank International,2005-01-13,International,Outdoor,Hard,Quarterfinals,3,Minar I.,Pavel A.,158,17.0,,,2.0,6.0,7,6,6,4,,,,,2.0,1.0,Completed,2.5,1.5,2.5,1.5,2.6,1.45,2.2,1.45,2.65,1.541
5,Sydney,Medibank International,2005-01-13,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Johansson T.,3,31.0,,,6.0,1.0,7,6,,,,,,,2.0,0.0,Completed,1.16,4.5,1.14,5.5,1.18,4.45,1.1,4.5,1.15,6.05
5,Sydney,Medibank International,2005-01-13,International,Outdoor,Hard,Quarterfinals,3,Mirnyi M.,Dent T.,48,30.0,,,3.0,4.0,,,,,,,,,0.0,0.0,Retired,2.1,1.66,2.1,1.7,2.1,1.7,2.1,1.5,2.1,1.769
5,Sydney,Medibank International,2005-01-14,International,Outdoor,Hard,Semifinals,3,Minar I.,Stepanek R.,158,34.0,,,6.0,1.0,6,2,,,,,,,2.0,0.0,Completed,2.5,1.5,2.6,1.5,2.67,1.44,2.5,1.4,2.82,1.476
5,Sydney,Medibank International,2005-01-14,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Mirnyi M.,3,48.0,,,6.0,7.0,6,3,6,2,,,,,2.0,1.0,Completed,1.16,4.5,1.22,4.25,1.2,4.25,1.15,4.0,1.227,4.7
5,Sydney,Medibank International,2005-01-15,International,Outdoor,Hard,The Final,3,Hewitt L.,Minar I.,3,158.0,,,7.0,5.0,6,0,,,,,,,2.0,0.0,Completed,1.11,6.0,1.05,9.0,1.09,6.68,1.05,6.0,1.079,10.38
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Luczak P.,31,152.0,,,7.0,6.0,4,6,6,3,4.0,6.0,6.0,0.0,3.0,2.0,Completed,1.1,6.5,1.1,6.5,1.07,7.19,1.1,4.5,1.121,7.25
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Luzzi F.,155,214.0,,,6.0,1.0,3,6,6,1,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,1.3,3.4,1.25,3.75,1.4,2.3,1.369,3.31
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Zib T.,Wang Y.T.,101,185.0,,,7.0,6.0,6,2,6,4,,,,,3.0,0.0,Completed,1.36,2.87,1.3,3.4,1.32,3.22,1.35,2.5,1.392,3.2
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Phau B.,Costa A.,123,46.0,,,6.0,3.0,7,6,6,3,,,,,3.0,0.0,Completed,3.39,1.3,3.0,1.37,2.92,1.37,2.7,1.3,3.14,1.402
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Mirnyi M.,66,44.0,,,6.0,4.0,5,7,6,4,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.37,1.53,2.35,1.57,2.35,1.55,2.3,1.4,2.53,1.578
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Soderling R.,27,35.0,,,6.0,4.0,6,2,1,0,,,,,2.0,0.0,Retired,1.57,2.25,1.5,2.55,1.56,2.34,1.55,2.0,1.585,2.51
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Hernandez O.,29,82.0,,,6.0,3.0,6,2,6,1,,,,,3.0,0.0,Completed,1.06,8.0,,,1.1,6.75,1.15,3.8,1.111,7.8
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Horna L.,22,39.0,,,6.0,4.0,6,3,6,3,,,,,3.0,0.0,Completed,1.28,3.5,1.25,3.85,1.2,4.25,1.2,3.3,1.286,3.95
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Gimelstob J.,10,144.0,,,7.0,6.0,6,4,6,3,,,,,3.0,0.0,Completed,1.5,2.5,1.55,2.4,1.56,2.34,1.45,2.2,1.571,2.55
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Wessels P.,Lu Y.H.,91,84.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,1.83,1.83,1.93,1.83,1.95,1.8,1.7,1.8,1.943,1.877
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Bracciali D.,120,149.0,,,7.0,6.0,7,6,3,6,6.0,1.0,,,3.0,1.0,Completed,1.5,2.5,1.5,2.55,1.5,2.55,1.6,1.9,1.546,2.63
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Suzuki T.,Gambill J.M.,203,90.0,,,6.0,4.0,6,3,6,3,,,,,3.0,0.0,Completed,2.0,1.72,1.93,1.83,1.87,1.87,2.1,1.5,2.02,1.82
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Santoro F.,1,49.0,,,6.0,1.0,6,1,6,2,,,,,3.0,0.0,Completed,1.01,15.0,1.03,11.0,1.02,11.5,1.02,6.0,1.029,23.0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Draper S.,13,,,,5.0,7.0,6,2,6,4,6.0,2.0,,,3.0,1.0,Completed,1.08,7.0,1.08,7.25,1.05,7.75,1.05,5.0,1.108,8.0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Starace P.,28,69.0,,,1.0,6.0,6,2,7,5,6.0,4.0,,,3.0,1.0,Completed,1.19,4.0,1.25,3.75,1.28,3.46,1.15,3.8,1.245,4.43
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Monaco J.,37,81.0,,,2.0,6.0,6,0,6,4,4.0,6.0,9.0,7.0,3.0,2.0,Completed,1.14,5.0,1.16,5.0,1.24,3.81,1.15,3.8,1.215,4.8
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ulihrach B.,Karlovic I.,95,60.0,,,6.0,3.0,6,7,7,5,6.0,2.0,,,3.0,1.0,Completed,2.62,1.44,,,2.92,1.37,2.2,1.45,2.69,1.529
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Kindlmann D.,8,173.0,,,6.0,4.0,6,3,6,0,,,,,3.0,0.0,Completed,1.02,11.0,1.04,9.0,1.04,9.25,1.05,5.0,15.0,1.05
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson J.,Schalken S.,11,61.0,,,7.0,6.0,6,2,6,3,,,,,3.0,0.0,Completed,1.14,5.0,1.12,6.0,1.15,5.2,1.15,3.8,1.15,6.0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Sanchez D.,79,74.0,,,7.0,6.0,4,6,1,6,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.3,3.39,,,1.4,2.85,1.4,2.3,1.388,3.23
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Patience O.,40,117.0,,,7.0,6.0,6,3,6,2,,,,,3.0,0.0,Completed,1.61,2.2,1.67,2.15,1.7,2.08,1.5,2.1,1.741,2.15
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Serra F.,30,204.0,,,7.0,5.0,6,2,6,4,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.15,5.2,1.15,3.8,1.131,6.85
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tabara M.,Enqvist T.,83,67.0,,,3.0,6.0,6,2,6,3,6.0,3.0,,,3.0,1.0,Completed,2.75,1.39,2.7,1.45,2.6,1.45,2.2,1.45,2.7,1.526
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ginepri R.,219,57.0,,,1.0,6.0,6,3,6,4,7.0,6.0,,,3.0,1.0,Completed,2.25,1.57,2.15,1.67,2.12,1.67,2.2,1.45,2.25,1.69
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kim K.,Lee H.T.,86,58.0,,,3.0,6.0,6,4,6,3,3.0,6.0,6.0,1.0,3.0,2.0,Completed,2.75,1.39,2.7,1.45,2.85,1.4,2.5,1.35,3.1,1.408
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Moya C.,106,5.0,,,7.0,5.0,6,3,3,6,6.0,3.0,,,3.0,1.0,Completed,6.5,1.1,6.0,1.12,6.75,1.1,3.8,1.15,6.7,1.133
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Baccanello P.,23,310.0,,,7.0,5.0,7,5,6,2,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.1,6.23,1.1,4.5,1.125,7.05
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Beck K.,Reid T.,42,175.0,,,6.0,2.0,6,2,6,1,,,,,3.0,0.0,Completed,1.36,3.0,1.4,2.85,1.32,3.22,1.35,2.5,1.375,3.27
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Kiefer N.,53,21.0,,,7.0,5.0,2,6,3,6,6.0,2.0,6.0,3.0,3.0,2.0,Completed,2.0,1.72,2.1,1.7,2.17,1.64,1.85,1.65,2.13,1.752
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Sanguinetti D.,87,114.0,,,3.0,6.0,6,4,6,3,6.0,2.0,,,3.0,1.0,Completed,1.5,2.5,1.5,2.55,1.45,2.6,1.55,2.0,1.568,2.56
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Malisse X.,17,47.0,,,6.0,3.0,6,2,6,3,,,,,3.0,0.0,Completed,1.36,2.87,1.35,3.1,1.32,3.22,1.35,2.5,1.356,3.41
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Djokovic N.,4,188.0,,,6.0,0.0,6,2,6,1,,,,,3.0,0.0,Completed,1.07,7.5,1.12,5.85,1.1,6.75,1.1,4.5,1.138,6.5
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Guccione C.,12,302.0,,,6.0,4.0,6,2,7,6,,,,,3.0,0.0,Completed,1.1,6.5,1.1,6.5,1.1,6.25,1.1,4.5,1.089,9.2
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Arthurs W.,24,99.0,,,6.0,4.0,7,6,7,6,,,,,3.0,0.0,Completed,1.28,3.5,1.3,3.4,1.32,3.22,1.3,2.7,1.323,3.65
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Berdych T.,6,43.0,,,6.0,2.0,6,4,6,0,,,,,3.0,0.0,Completed,1.36,3.0,1.35,3.1,1.34,3.12,1.3,2.7,1.4,3.15
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Haehnel J.,15,89.0,,,6.0,2.0,6,2,7,5,,,,,3.0,0.0,Completed,1.22,4.0,1.22,4.1,1.28,3.46,1.2,3.3,1.299,3.84
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Rusedski G.,Bjorkman J.,48,73.0,,,2.0,6.0,6,4,6,0,7.0,6.0,,,3.0,1.0,Completed,1.39,2.75,1.37,3.0,1.37,2.92,1.4,2.3,1.435,3.0
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Reynolds B.,Almagro N.,283,100.0,,,5.0,7.0,6,4,7,6,7.0,6.0,,,3.0,1.0,Completed,2.0,1.72,1.93,1.83,1.87,1.87,2.1,1.5,1.855,1.971
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Llodra M.,14,51.0,,,6.0,3.0,6,4,6,3,,,,,3.0,0.0,Completed,1.39,2.75,1.45,2.7,1.45,2.6,1.3,2.7,1.5,2.75
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Muller G.,36,70.0,,,6.0,3.0,6,0,6,4,,,,,3.0,0.0,Completed,1.5,2.5,1.6,2.3,1.64,2.17,1.45,2.2,1.581,2.52
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Spadea V.,32,20.0,,,6.0,3.0,5,7,4,6,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.83,1.83,1.7,2.1,1.83,1.91,1.65,1.85,1.763,2.11
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,March O.,142,,,,5.0,7.0,5,7,6,0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,1.44,2.62,1.4,2.85,1.4,2.85,1.45,2.2,1.444,2.95
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Pavel A.,Mutis O.,18,108.0,,,6.0,4.0,6,4,6,0,,,,,3.0,0.0,Completed,1.12,5.5,1.12,5.5,1.15,5.2,1.1,4.5,1.148,6.1
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Hernych J.,Mantilla F.,72,119.0,,,6.0,4.0,6,7,6,1,6.0,0.0,,,3.0,1.0,Completed,1.36,3.0,1.35,3.1,1.37,2.92,1.4,2.3,1.333,3.55
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Burgsmuller L.,52,98.0,,,7.0,6.0,6,1,6,2,,,,,3.0,0.0,Completed,1.3,3.39,1.28,3.55,1.25,3.67,1.3,2.7,1.352,3.44
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Mello R.,Martin A.,59,68.0,,,6.0,3.0,6,3,7,6,,,,,3.0,0.0,Completed,1.5,2.5,1.48,2.6,1.45,2.6,1.5,2.1,1.444,2.95
