WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
1,Adelaide,Adelaide International 1,2022-01-06,WTA500,Outdoor,Hard,2nd Round,3,Kenin S.,Tomljanovic A.,12.0,45.0,2971.0,1395.0,3.0,6.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,1.9,1.9,2.1,1.83,2.1,1.95,1.95,1.85
1,Adelaide,Adelaide International 1,2022-01-07,WTA500,Outdoor,Hard,Quarterfinals,3,Rybakina E.,Rogers S.,14.0,40.0,2855.0,1583.0,3.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.57,2.37,1.54,2.67,1.62,2.81,1.53,2.47
1,Adelaide,Adelaide International 1,2022-01-07,WTA500,Outdoor,Hard,Quarterfinals,3,Doi M.,Juvan K.,105.0,100.0,771.0,788.0,6.0,3.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,2.62,1.5,2.71,1.53,2.9,1.55,2.6,1.49
1,Adelaide,Adelaide International 1,2022-01-07,WTA500,Outdoor,Hard,Quarterfinals,3,Barty A.,Kenin S.,1.0,12.0,7582.0,2971.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.25,4.0,1.26,4.36,1.31,4.36,1.25,3.9
1,Adelaide,Adelaide International 1,2022-01-07,WTA500,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Azarenka V.,9.0,27.0,3786.0,2166.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,1.8,2.0,1.79,2.14,1.83,2.2,1.77,2.05
1,Adelaide,Adelaide International 1,2022-01-08,WTA500,Outdoor,Hard,Semifinals,3,Rybakina E.,Doi M.,14.0,105.0,2855.0,771.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5.5,1.17,5.92,1.19,6.0,1.15,5.31
1,Adelaide,Adelaide International 1,2022-01-08,WTA500,Outdoor,Hard,Semifinals,3,Barty A.,Swiatek I.,1.0,9.0,7582.0,3786.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.37,1.58,2.54,1.62,2.61,1.55,2.44
1,Adelaide,Adelaide International 1,2022-01-09,WTA500,Outdoor,Hard,The Final,3,Barty A.,Rybakina E.,1.0,14.0,7582.0,2855.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.25,4.0,1.33,3.69,1.33,4.03,1.27,3.72
2,Melbourne,Melbourne Summer Set 1,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Osaka N.,Cornet A.,13.0,61.0,2956.0,1080.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.16,5.0,1.26,4.17,1.26,5.0,1.22,4.16
2,Melbourne,Melbourne Summer Set 1,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Ruse E.G.,Rodionova Ar.,87.0,152.0,859.0,478.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.5,1.15,6.06,1.15,6.75,1.13,5.65
2,Melbourne,Melbourne Summer Set 1,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Zanevska M.,Martic P.,82.0,54.0,871.0,1171.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,,,2.02,1.86,2.1,1.91,1.99,1.79
2,Melbourne,Melbourne Summer Set 1,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Kanepi K.,Cristian J.,73.0,71.0,948.0,954.0,6.0,7.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.61,2.3,1.74,2.19,1.74,2.35,1.66,2.18
2,Melbourne,Melbourne Summer Set 1,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Zvonareva V.,Riske A.,81.0,51.0,876.0,1191.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2.1,1.78,2.12,1.85,2.2,1.75,2.06
2,Melbourne,Melbourne Summer Set 1,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Petkovic A.,Samsonova L.,75.0,38.0,919.0,1597.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.5,2.79,1.48,2.8,1.57,2.63,1.48
2,Melbourne,Melbourne Summer Set 1,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Konjuh A.,Martincova T.,67.0,48.0,998.0,1226.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.9,1.93,1.93,1.98,2.05,1.89,1.88
2,Melbourne,Melbourne Summer Set 1,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Golubic V.,Davis L.,43.0,89.0,1422.0,839.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.5,2.62,1.43,2.97,1.5,3.0,1.43,2.77
2,Melbourne,Melbourne Summer Set 1,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Kudermetova V.,Kuzmova V.,31.0,162.0,1870.0,441.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.4,3.0,1.39,3.2,1.44,3.35,1.38,2.98
2,Melbourne,Melbourne Summer Set 1,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Zheng Q.,Hontama M.,126.0,150.0,596.0,483.0,4.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,,,,,,,,
2,Melbourne,Melbourne Summer Set 1,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Potapova A.,Cabrera L.,69.0,173.0,985.0,409.0,5.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.25,4.0,1.23,4.5,1.33,4.65,1.24,4.02
2,Melbourne,Melbourne Summer Set 1,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Burel C.,Zhang S.,76.0,60.0,913.0,1096.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,2.0,1.8,2.2,1.72,2.2,1.83,2.06,1.75
2,Melbourne,Melbourne Summer Set 1,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Pattinama Kerkhove L.,Mendez S.,158.0,239.0,450.0,301.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.16,5.0,1.22,4.61,1.25,5.0,1.2,4.48
2,Melbourne,Melbourne Summer Set 1,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Bondar A.,Siniakova K.,92.0,49.0,821.0,1220.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.75,1.44,2.63,1.53,2.9,1.54,2.65,1.47
2,Melbourne,Melbourne Summer Set 1,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Brengle M.,Hibino N.,59.0,129.0,1102.0,590.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.75,1.4,3.12,1.46,3.65,1.38,2.98
2,Melbourne,Melbourne Summer Set 1,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Halep S.,Aiava D.,20.0,316.0,2576.0,208.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.11,6.5,1.09,8.63,1.13,9.0,1.09,7.29
2,Melbourne,Melbourne Summer Set 1,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Konjuh A.,Kanepi K.,67.0,73.0,998.0,948.0,6.0,2.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.72,2.1,1.79,2.14,1.8,2.3,1.73,2.09
2,Melbourne,Melbourne Summer Set 1,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Petkovic A.,Burel C.,75.0,76.0,919.0,913.0,7.0,5.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.61,2.3,1.71,2.27,1.74,2.3,1.64,2.24
2,Melbourne,Melbourne Summer Set 1,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Golubic V.,Pattinama Kerkhove L.,43.0,158.0,1422.0,450.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.28,3.75,1.3,3.92,1.33,4.35,1.28,3.61
2,Melbourne,Melbourne Summer Set 1,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Potapova A.,Bondar A.,69.0,92.0,985.0,821.0,6.0,4.0,6.0,7.0,7.0,5.0,2.0,1.0,Completed,1.72,2.1,1.74,2.22,1.8,2.23,1.72,2.11
2,Melbourne,Melbourne Summer Set 1,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Halep S.,Ruse E.G.,20.0,87.0,2576.0,859.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.16,5.0,1.14,6.74,1.19,6.74,1.14,5.53
2,Melbourne,Melbourne Summer Set 1,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Zheng Q.,Zvonareva V.,126.0,81.0,596.0,876.0,5.0,7.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.1,1.72,2.09,1.83,2.33,1.83,2.12,1.71
2,Melbourne,Melbourne Summer Set 1,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Osaka N.,Zanevska M.,13.0,82.0,2956.0,871.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.16,5.0,1.19,5.45,1.2,5.5,1.17,4.93
2,Melbourne,Melbourne Summer Set 1,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Kudermetova V.,Brengle M.,31.0,59.0,1870.0,1102.0,6.0,0.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,1.36,3.2,1.33,3.65,1.44,3.67,1.34,3.21
2,Melbourne,Melbourne Summer Set 1,2022-01-07,WTA250,Outdoor,Hard,Quarterfinals,3,Zheng Q.,Konjuh A.,126.0,67.0,596.0,998.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,2.2,1.66,2.17,1.78,2.29,1.85,2.15,1.7
2,Melbourne,Melbourne Summer Set 1,2022-01-07,WTA250,Outdoor,Hard,Quarterfinals,3,Halep S.,Golubic V.,20.0,43.0,2576.0,1422.0,6.0,2.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.2,4.5,1.21,5.03,1.22,5.5,1.19,4.65
2,Melbourne,Melbourne Summer Set 1,2022-01-07,WTA250,Outdoor,Hard,Quarterfinals,3,Kudermetova V.,Potapova A.,31.0,69.0,1870.0,985.0,6.0,2.0,4.0,6.0,6.0,0.0,2.0,1.0,Completed,1.57,2.37,1.59,2.52,1.67,2.54,1.58,2.37
2,Melbourne,Melbourne Summer Set 1,2022-01-07,WTA250,Outdoor,Hard,Quarterfinals,3,Osaka N.,Petkovic A.,13.0,75.0,2956.0,919.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.12,6.0,1.15,6.47,1.16,6.75,1.13,5.87
2,Melbourne,Melbourne Summer Set 1,2022-01-08,WTA250,Outdoor,Hard,Semifinals,3,Halep S.,Zheng Q.,20.0,126.0,2576.0,596.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.33,1.27,4.22,1.29,4.5,1.23,4.05
2,Melbourne,Melbourne Summer Set 1,2022-01-08,WTA250,Outdoor,Hard,Semifinals,3,Kudermetova V.,Osaka N.,31.0,13.0,1870.0,2956.0,,,,,,,,,Walkover,4.33,1.22,4.67,1.23,5.0,1.25,4.31,1.21
2,Melbourne,Melbourne Summer Set 1,2022-01-09,WTA250,Outdoor,Hard,The Final,3,Halep S.,Kudermetova V.,20.0,31.0,2576.0,1870.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.5,1.31,3.86,1.33,3.9,1.29,3.58
3,Melbourne,Melbourne Summer Set 2,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Begu I.,Pegula J.,62.0,18.0,1076.0,2650.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,4.0,1.25,4.07,1.27,4.33,1.28,3.91,1.24
3,Melbourne,Melbourne Summer Set 2,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Paolini J.,Schmiedlova A.,53.0,85.0,1178.0,867.0,2.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.5,2.62,1.63,2.38,1.65,2.62,1.57,2.39
3,Melbourne,Melbourne Summer Set 2,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Anisimova A.,Van Uytvanck A.,78.0,58.0,890.0,1125.0,7.0,6.0,1.0,6.0,7.0,5.0,2.0,1.0,Completed,1.61,2.3,1.54,2.6,1.62,2.6,1.54,2.42
3,Melbourne,Melbourne Summer Set 2,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Li A.,Sherif M.,47.0,63.0,1314.0,1049.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.28,3.75,1.31,3.7,1.33,4.15,1.28,3.57
3,Melbourne,Melbourne Summer Set 2,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Sevastova A.,Garcia C.,70.0,74.0,956.0,945.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.72,1.97,1.9,2.02,1.95,1.95,1.83
3,Melbourne,Melbourne Summer Set 2,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Cirstea S.,Gracheva V.,39.0,77.0,1589.0,912.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.66,2.2,1.68,2.27,1.73,2.34,1.66,2.19
3,Melbourne,Melbourne Summer Set 2,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Tauson C.,Kalinina A.,44.0,52.0,1421.0,1188.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.5,1.34,3.47,1.4,4.33,1.33,3.22
3,Melbourne,Melbourne Summer Set 2,2022-01-04,WTA250,Outdoor,Hard,1st Round,3,Sorribes Tormo S.,Haddad Maia B.,36.0,83.0,1645.0,868.0,6.0,4.0,5.0,7.0,6.0,3.0,2.0,1.0,Completed,1.57,2.37,1.54,2.6,1.57,2.6,1.53,2.45
3,Melbourne,Melbourne Summer Set 2,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Perez E.,66.0,196.0,1008.0,348.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.46,2.88,1.5,3.0,1.44,2.76
3,Melbourne,Melbourne Summer Set 2,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Keys M.,Dart H.,56.0,123.0,1149.0,616.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.4,3.0,1.45,2.92,1.5,3.2,1.4,2.9
3,Melbourne,Melbourne Summer Set 2,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Peterson R.,Sharma A.,88.0,98.0,853.0,806.0,6.0,1.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.53,2.5,1.5,2.72,1.58,2.72,1.5,2.54
3,Melbourne,Melbourne Summer Set 2,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Kasatkina D.,Kalinskaya A.,26.0,111.0,2180.0,716.0,6.0,1.0,3.0,0.0,,,1.0,0.0,Retired,1.5,2.62,1.55,2.57,1.65,2.7,1.52,2.51
3,Melbourne,Melbourne Summer Set 2,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Zhu L.,Stosur S.,114.0,382.0,683.0,153.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.14,5.5,1.12,6.94,1.17,7.0,1.12,5.96
3,Melbourne,Melbourne Summer Set 2,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Liu C.,Kostyuk M.,94.0,50.0,815.0,1215.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,2.37,1.57,2.44,1.6,2.67,1.62,2.4,1.56
3,Melbourne,Melbourne Summer Set 2,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Sasnovich A.,Wang Xin.,107.0,101.0,755.0,786.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.66,2.2,1.72,2.2,1.79,2.46,1.65,2.23
3,Melbourne,Melbourne Summer Set 2,2022-01-05,WTA250,Outdoor,Hard,1st Round,3,Rakhimova K.,Minnen G.,120.0,80.0,626.0,877.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,2.1,1.72,2.17,1.75,2.32,2.0,2.07,1.75
3,Melbourne,Melbourne Summer Set 2,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Anisimova A.,Cirstea S.,78.0,39.0,890.0,1589.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.66,2.2,1.7,2.27,1.74,2.35,1.68,2.17
3,Melbourne,Melbourne Summer Set 2,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Kasatkina D.,Keys M.,26.0,56.0,2180.0,1149.0,7.0,6.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.66,2.2,1.66,2.35,1.83,2.4,1.7,2.14
3,Melbourne,Melbourne Summer Set 2,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Begu I.,Paolini J.,62.0,53.0,1076.0,1178.0,3.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.61,2.3,1.63,2.41,1.74,2.55,1.61,2.29
3,Melbourne,Melbourne Summer Set 2,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Rakhimova K.,Sorribes Tormo S.,120.0,36.0,626.0,1645.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.57,2.48,1.6,2.55,1.66,2.38,1.57
3,Melbourne,Melbourne Summer Set 2,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Sasnovich A.,Peterson R.,107.0,88.0,755.0,853.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.8,2.0,1.82,2.08,1.95,2.08,1.82,1.98
3,Melbourne,Melbourne Summer Set 2,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Parrizas Diaz N.,Liu C.,66.0,94.0,1008.0,815.0,3.0,6.0,7.0,5.0,6.0,1.0,2.0,1.0,Completed,1.9,1.9,2.03,1.86,2.11,2.0,1.95,1.84
3,Melbourne,Melbourne Summer Set 2,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Tauson C.,Zhu L.,44.0,114.0,1421.0,683.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.25,4.0,1.31,3.77,1.33,4.0,1.28,3.56
3,Melbourne,Melbourne Summer Set 2,2022-01-06,WTA250,Outdoor,Hard,2nd Round,3,Li A.,Sevastova A.,47.0,70.0,1314.0,956.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.62,1.52,2.69,1.6,2.7,1.5,2.55
3,Melbourne,Melbourne Summer Set 2,2022-01-07,WTA250,Outdoor,Hard,Quarterfinals,3,Anisimova A.,Begu I.,78.0,62.0,890.0,1076.0,2.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.57,2.37,1.54,2.66,1.6,2.7,1.52,2.49
3,Melbourne,Melbourne Summer Set 2,2022-01-07,WTA250,Outdoor,Hard,Quarterfinals,3,Kasatkina D.,Parrizas Diaz N.,26.0,66.0,2180.0,1008.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.5,1.3,3.95,1.35,3.95,1.3,3.49
3,Melbourne,Melbourne Summer Set 2,2022-01-07,WTA250,Outdoor,Hard,Quarterfinals,3,Sasnovich A.,Tauson C.,107.0,44.0,755.0,1421.0,6.0,3.0,2.0,0.0,,,1.0,0.0,Retired,2.75,1.44,3.0,1.45,3.0,1.5,2.79,1.43
3,Melbourne,Melbourne Summer Set 2,2022-01-07,WTA250,Outdoor,Hard,Quarterfinals,3,Li A.,Rakhimova K.,47.0,120.0,1314.0,626.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.25,4.0,1.31,3.83,1.31,4.0,1.28,3.64
3,Melbourne,Melbourne Summer Set 2,2022-01-08,WTA250,Outdoor,Hard,Semifinals,3,Anisimova A.,Kasatkina D.,78.0,26.0,890.0,2180.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.9,1.9,1.9,2.0,2.03,2.15,1.88,1.92
3,Melbourne,Melbourne Summer Set 2,2022-01-08,WTA250,Outdoor,Hard,Semifinals,3,Sasnovich A.,Li A.,107.0,47.0,755.0,1314.0,7.0,6.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,2.5,1.53,2.48,1.61,2.74,1.7,2.47,1.53
3,Melbourne,Melbourne Summer Set 2,2022-01-09,WTA250,Outdoor,Hard,The Final,3,Anisimova A.,Sasnovich A.,78.0,107.0,890.0,755.0,7.0,5.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.4,3.0,1.41,3.16,1.45,3.16,1.39,2.95
4,Adelaide,Adelaide International 1,2022-01-10,WTA500,Outdoor,Hard,1st Round,3,Konjuh A.,Saville D.,65.0,385.0,1033.0,151.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.75,1.51,2.74,1.51,2.95,1.46,2.69
4,Adelaide,Adelaide International 1,2022-01-10,WTA500,Outdoor,Hard,1st Round,3,Vondrousova M.,Golubic V.,34.0,42.0,1701.0,1452.0,5.0,7.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.44,2.75,1.51,2.74,1.56,2.8,1.48,2.62
4,Adelaide,Adelaide International 1,2022-01-10,WTA500,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Cornet A.,64.0,62.0,1043.0,1050.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.2,1.66,2.49,1.6,2.55,1.7,2.32,1.6
